,origin_own
1821,פרטית
1822,ליסינג
1823,ליסינג
1824,פרטית
1825,ליסינג
1826,פרטית
1827,פרטית
1828,ליסינג
1829,ליסינג
1830,פרטית
1831,ליסינג
1832,פרטית
1833,פרטית
1834,פרטית
1835,פרטית
1836,ליסינג
1837,פרטית
1838,פרטית
1839,פרטית
1840,פרטית
1841,ליסינג
1842,ליסינג
1843,פרטית
1844,ליסינג
1845,פרטית
1846,ליסינג
1847,פרטית
1848,ליסינג
1849,ליסינג
1850,ליסינג
1851,ליסינג
1852,פרטית
1853,פרטית
1854,ליסינג
1855,פרטית
1856,פרטית
1857,ליסינג
1858,פרטית
1859,פרטית
1860,פרטית
1861,ליסינג
1862,ליסינג
1863,פרטית
1864,פרטית
1865,ליסינג
1866,פרטית
1867,פרטית
1868,פרטית
1869,ליסינג
1870,פרטית
1871,ליסינג
1872,ליסינג
1873,פרטית
1874,ליסינג
1875,פרטית
1876,פרטית
1877,אחר
1878,פרטית
1879,ליסינג
1880,פרטית
1881,פרטית
1882,פרטית
1883,פרטית
1884,פרטית
1885,ליסינג
1886,פרטית
1887,פרטית
1888,פרטית
1889,פרטית
1890,פרטית
1891,פרטית
1892,פרטית
1893,ליסינג
1894,פרטית
1895,פרטית
1896,ליסינג
1897,פרטית
