,price,location,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost
1480,"340,000 ₪",חולון,טויוטה היילקס HILUX SAHARA,2023,2755 ליטר דיזל,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"4,731 ₪"
1481,"164,803 ₪",נתניה,גילי GEOMETRY C 460PRO,2022,חשמלי,0,1,אוטומטי,לבן,פרטית,10 חודשים,"1,811 ₪"
1482,"165,000 ₪",עיספיא,מזדה CX-5 CX-5 EXECUTIVE,2021,1998 ליטר בנזין,"27,000",2,אוטומטי,שנהב לבן,פרטית,0,"2,417 ₪"
1483,"98,900 ₪",ראשון לציון,מיצובישי אקליפס קרוס ECLIPSE CROSS INTENSE,2018,1499 ליטר בנזין,"70,000",2,אוטומטי,שנהב לבן,פרטית,0,"1,835 ₪"
1484,"289,000 ₪",אבן יהודה,מרצדס CLA קלאס CLA180 PROGRESS FLT,2022,1332 ליטר בנזין,"9,000",2,אוטומטי,שנהב לבן,פרטית,0,"3,366 ₪"
1485,"55,900 ₪",ראשון לציון,פולקסווגן טיגואן TIGUAN RT AND STYLE,2015,1390 ליטר בנזין,"160,000",1,אוטומטי,שנהב לבן,פרטית,9 חודשים,"1,693 ₪"
1486,"104,000 ₪",ראשון לציון,יונדאי איוניק HYBRID PREMIUM,2019,1580 ליטר בנזין,"102,000",1,אוטומטי,כסוף כהה,ליסינג,13 חודשים,"1,604 ₪"
1487,"71,990 ₪",עפולה,סקודה ראפיד RAPID AMBITION,2019,999 ליטר בנזין,"138,000",1,אוטומטי,שנהב לבן,ליסינג,3 חודשים,"1,353 ₪"
1488,"45,900 ₪",ראשון לציון,ניסאן קשקאי +2 QASHQAI PLUS 2 TEKNA,2010,1997 ליטר בנזין,"188,000",2,אוטומטי,שנהב לבן,פרטית,8 חודשים,"1,508 ₪"
1489,"118,900 ₪",חיפה,מיצובישי ASX ASX INSTYLE,2020,1998 ליטר בנזין,"20,539",1,אוטומטי,אדום,פרטית,3 חודשים,"1,811 ₪"
1490,"110,000 ₪",לוד,יונדאי טוסון TUCSON OPEN SKY,2017,1999 ליטר בנזין,"90,000",2,אוטומטי,שנהב לבן,פרטית,4 חודשים,"2,019 ₪"
1491,"153,163 ₪",נתניה,סיטרואן C5 AIRCROSS C5 AIRCROSS SHINE PK,2022,1598 ליטר בנזין,"35,000",2,אוטומטי,שחור מטאלי,ליסינג,0,"2,417 ₪"
1492,"122,998 ₪",קרית שמונה,סיאט לאון LEON FR PLUS,2018,1798 ליטר בנזין,"99,000",1,אוטומטי,אפור מטל,פרטית,0,"1,835 ₪"
1493,"129,000 ₪",ראשון לציון,סוזוקי ג'ימני JIMNY GLX,2020,1462 ליטר בנזין,"38,000",1,אוטומטי,צהוב,פרטית,12 חודשים,"1,835 ₪"
1494,"116,900 ₪",חיפה,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"71,034",1,אוטומטי,לבן,פרטית,0,"1,835 ₪"
1495,"134,900 ₪",ראשון לציון,MG ZS EV NET-UP S,2021,חשמלי,"27,273",1,אוטומטי,תכלת מטאלי,פרטית,9 חודשים,0
1496,"127,000 ₪",רעננה,מזדה CX-5 CX-5 EXECUTIVE,2017,1998 ליטר בנזין,"33,000",1,אוטומטי,אדום,פרטית,8 חודשים,"2,019 ₪"
1497,"25,000 ₪",כפר סבא,אופל אסטרה ברלינה TRA ENJOY,2013,1362 ליטר בנזין,"162,000",2,אוטומטי,כחול,ליסינג,0,"1,424 ₪"
1498,"136,900 ₪",ראשון לציון,קיה ספורטז' SPORTAGE PREMIUM,2021,1591 ליטר בנזין,"12,000",1,אוטומטי,כסף,פרטית,8 חודשים,"2,417 ₪"
1499,"88,000 ₪",חיפה,אאודי Q3 Q3 EXECUTIVE,2014,1984 ליטר בנזין,"116,667",1,אוטומטי,שחור,פרטית,0,"1,962 ₪"
1500,"41,900 ₪",באר טוביה,פולקסווגן גולף GOLF ENJOY JV2,2014,1197 ליטר בנזין,"145,000",2,אוטומטי,תכלת מטאלי,פרטית,2 חודשים,"1,584 ₪"
1501,"127,900 ₪",פתח תקווה,MG ZS EV NET-UP S,2021,חשמלי,"68,921",1,אוטומטי,תכלת מטאלי,פרטית,5 חודשים,"2,130 ₪"
1502,"44,900 ₪",נתניה,סקודה אוקטביה OCTAVIA ELEGANCE,2015,1968 ליטר דיזל,"390,000",3,אוטומטי,אפור בהיר מטלי,אחר,0,"1,962 ₪"
1503,"115,000 ₪",נתניה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2017,1998 ליטר בנזין,"145,000",1,אוטומטי,שנהב לבן,ליסינג,12 חודשים,"1,693 ₪"
1504,"151,900 ₪",רמת השרון,סובארו XV XV CROSSTREK PL,2021,1995 ליטר בנזין,"32,227",1,אוטומטי,כסף,פרטית,3 חודשים,"2,417 ₪"
1505,"435,000 ₪",נתניה,ג'יפ רנגלר JEEP WRANGLER RUBICON,2022,1995 ליטר בנזין,0,1,אוטומטי,שחור,פרטית,0,"3,366 ₪"
1506,"119,999 ₪",חיפה,ניסאן ליף LEAF ACENTA-TECH,2020,חשמלי,"46,000",1,אוטומטי,שחור מטלי,אחר,0,"2,417 ₪"
1507,"39,000 ₪",פתח תקווה,מזדה 5 MAZDA 5 EXECUTIVE,2010,1999 ליטר בנזין,"172,000",3,אוטומטי,כסף,ליסינג,0,"1,427 ₪"
1508,"155,000 ₪",איכסאל,סקודה קודיאק KODIAQ AMBITION,2019,1498 ליטר בנזין,"150,000",1,אוטומטי,כסף מטלי,פרטית,3 חודשים,"2,019 ₪"
1509,"113,990 ₪",חיפה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2017,1998 ליטר בנזין,"109,000",2,אוטומטי,שנהב לבן,פרטית,0,"2,019 ₪"
1510,"136,900 ₪",ראשון לציון,קיה סלטוס SELTOS EX,2021,1999 ליטר בנזין,"28,568",1,אוטומטי,שחור,פרטית,3 חודשים,"1,811 ₪"
1511,"10,999 ₪",פרדס חנה כרכור,סוזוקי אלטו ALTO GLX,2010,996 ליטר בנזין,"189,000",3,ידני,תכלת מטאלי,פרטית,0,880 ₪
1512,"80,900 ₪",חדרה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2016,1998 ליטר בנזין,"134,219",1,אוטומטי,לבן,ליסינג,9 חודשים,0
1513,"64,000 ₪",חיפה,סיטרואן ברלינגו BERLINGO XTR,2014,1560 ליטר דיזל,"105,000",1,אוטומטי,אפור כהה,ליסינג,3 חודשים,"1,693 ₪"
1514,"288,000 ₪",נתניה,אאודי Q7 E-TRON PREMIUM,2018,2967 ליטר חשמל/דיזל,"130,000",1,אוטומטי,שחור מטלי,פרטית,3 חודשים,"3,357 ₪"
1515,"81,900 ₪",עפולה,טויוטה קורולה COROLLA SUN,2017,1598 ליטר בנזין,"129,000",2,אוטומטי,שחור מטלי,ליסינג,8 חודשים,"1,604 ₪"
1516,"124,900 ₪",חדרה,סקודה קודיאק KODIAQ AMBITION,2019,1498 ליטר בנזין,"160,046",1,אוטומטי,אפור מטאלי,ליסינג,8 חודשים,"2,019 ₪"
1517,"111,550 ₪",נתניה,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,"64,000",2,אוטומטי,שחור,ליסינג,8 חודשים,"1,835 ₪"
1518,"80,900 ₪",ראשון לציון,יונדאי טוסון TUCSON PRIME,2017,1591 ליטר בנזין,"130,000",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,"1,604 ₪"
1519,"107,000 ₪",נתניה,ניסאן ג'וק JUKE ACENTA-TECK,2020,999 ליטר בנזין,"25,000",1,אוטומטי,שנהב לבן,ליסינג,0,"1,811 ₪"
1520,"421,950 ₪",נתניה,ג'יפ רנגלר UNLIMITED RUBICON,2022,3604 ליטר בנזין,"12,000",1,אוטומטי,שחור,פרטית,0,"4,731 ₪"
1521,"137,500 ₪",מאיפה שנוח לך בארץ,מזדה CX-5 CX-5 EXECUTIVE,2018,1998 ליטר בנזין,"95,425",1,אוטומטי,לבן,אחר,6 חודשים,"2,019 ₪"
1522,"99,900 ₪",חיפה,יונדאי טוסון TUCSON OPEN SKY,2016,1999 ליטר בנזין,"105,039",2,אוטומטי,אפור,פרטית,0,"1,693 ₪"
1523,"16,900 ₪",חיפה,אופל אסטרה ST ENJOY,2014,1362 ליטר בנזין,"190,000",4,אוטומטי,שנהב לבן,ליסינג,0,"1,424 ₪"
1524,"116,900 ₪",ראשון לציון,סוזוקי ויטארה VITARA GLX,2020,998 ליטר בנזין,"43,998",1,אוטומטי,צהוב,פרטית,11 חודשים,"1,604 ₪"
1525,"480,000 ₪",טמרה,מרצדס E קלאס E300DE AMG FL,2021,1991 ליטר חשמל/בנזין,"37,000",1,אוטומטי,שנהב לבן,פרטית,0,"4,731 ₪"
1526,"155,000 ₪",ירכא,ניסאן ג'וק JUKE ENTA-TECH TT,2022,999 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,811 ₪"
1527,"63,000 ₪",רמת השרון,הונדה ג'אז JAZZ COMFORT,2016,1318 ליטר בנזין,"30,300",1,אוטומטי,אפור בהיר מטלי,פרטית,8 חודשים,"1,205 ₪"
1528,"88,900 ₪",חדרה,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,"142,888",1,אוטומטי,אפור מטאלי,ליסינג,9 חודשים,"1,835 ₪"
1529,"58,999 ₪",פרדס חנה כרכור,רנו גראנד קופה COUPE INTENSE,2017,1461 ליטר דיזל,"240,000",2,אוטומטי,כסף מטלי,ליסינג,5 חודשים,0
1530,"756,600 ₪",נתניה,מרצדס GLE 400D COUPE AMG PLUS,2023,2925 ליטר דיזל,0,1,אוטומטי,לבן,ליסינג,10 חודשים,"4,731 ₪"
1531,"55,000 ₪",נתיבות,סוזוקי סוויפט SWIFT GLS,2016,1242 ליטר בנזין,"70,000",2,אוטומטי,אפור מטל,פרטית,5 חודשים,985 ₪
1532,"41,900 ₪",ראשון לציון,סקודה ראפיד RAPID AMBITION,2016,1197 ליטר בנזין,"177,000",2,אוטומטי,שנהב לבן,ליסינג,12 חודשים,"1,205 ₪"
1533,"67,000 ₪",נתניה,טויוטה קורולה COROLLA SUN CC,2015,1598 ליטר בנזין,"150,000",3,אוטומטי,אפור כהה מטלי,ליסינג,4 חודשים,"1,424 ₪"
1534,"97,900 ₪",ראשון לציון,שברולט אקוינוקס EQUINOX LT,2018,1490 ליטר בנזין,"55,217",1,אוטומטי,שחור,פרטית,0,"1,835 ₪"
1535,"172,900 ₪",פתח תקווה,טויוטה RAV4 RAV 4 EXPERIENCE,2020,1987 ליטר בנזין,"51,918",1,אוטומטי,אפור כהה מטלי,פרטית,0,"2,417 ₪"
1536,"125,000 ₪",ריינה,פולקסווגן גולף GOLF FORTLINE PLU,2020,1498 ליטר בנזין,"29,000",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,835 ₪"
1537,"113,900 ₪",ראשון לציון,יונדאי טוסון TUCSON SUPREME,2017,1999 ליטר בנזין,"120,000",1,אוטומטי,כסף,ליסינג,6 חודשים,"2,019 ₪"
1538,"73,000 ₪",נתניה,פיג'ו 2008 2008 ACTIVE GO,2019,1199 ליטר בנזין,"62,000",1,אוטומטי,אפור כהה,ליסינג,3 חודשים,"1,353 ₪"
1539,"255,000 ₪",טבריה,ב מ וו סדרה 3 318I BUSINESS,2022,1998 ליטר בנזין,"8,500",2,אוטומטי,שנהב לבן,אחר,3 חודשים,"3,366 ₪"
1540,"115,900 ₪",פתח תקווה,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"89,000",1,אוטומטי,לבן,פרטית,5 חודשים,"1,835 ₪"
1541,"121,900 ₪",חיפה,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"44,123",1,אוטומטי,כסוף כהה,פרטית,0,"1,835 ₪"
1542,"277,000 ₪",נתניה,מרצדס CLA קלאס CLA250 AMG LINE,2020,1991 ליטר בנזין,"47,000",1,אוטומטי,אפור,פרטית,3 חודשים,"4,731 ₪"
1543,"112,900 ₪",רמת השרון,מיצובישי ASX ASX INSTYLE,2020,1998 ליטר בנזין,"35,000",1,אוטומטי,אדום,פרטית,3 חודשים,"1,811 ₪"
1544,"85,000 ₪",חיפה,סיטרואן C3 אירקרוסר C3 AIRCROSS SHINE PK,2020,1199 ליטר בנזין,"20,000",1,אוטומטי,כחול,פרטית,1 חודשים,"1,811 ₪"
1545,"28,500 ₪",רחובות,וולבו XC60 T6 EXTREME,2009,2953 ליטר בנזין,268,2,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,726 ₪"
1546,"79,900 ₪",נתניה,טויוטה יאריס HYBRID ECO,2019,1497 ליטר בנזין,"72,000",1,אוטומטי,שנהב לבן,ליסינג,6 חודשים,"1,353 ₪"
1547,"97,900 ₪",רמת השרון,שברולט אימפלה IMPALA LTZ,2017,3564 ליטר בנזין,"75,349",4,אוטומטי,שחור מטלי,פרטית,1 חודשים,"2,563 ₪"
1548,"87,900 ₪",פתח תקווה,MG ZS ZS NET UP,2020,999 ליטר בנזין,"53,400",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,529 ₪"
1549,"84,000 ₪",חיפה,יונדאי I20 I20 PRESTIGE,2019,998 ליטר בנזין,"33,000",1,אוטומטי,אפור מטל,ליסינג,9 חודשים,"1,102 ₪"
1550,"145,000 ₪",פתח תקווה,קיה ספורטז' SPORTAGE PREMIUM,2021,1591 ליטר בנזין,"18,000",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"2,417 ₪"
1551,"122,900 ₪",ראשון לציון,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"52,150",1,אוטומטי,לבן,פרטית,0,"2,130 ₪"
1552,"80,900 ₪",עפולה,סקודה אוקטביה OCTAVIA AMBITION,2018,999 ליטר בנזין,"79,415",2,אוטומטי,כסף מטלי,השכרה,2 חודשים,"1,604 ₪"
1553,"79,900 ₪",חיפה,פיג'ו 3008 3008 PREMIUM,2017,1598 ליטר בנזין,"170,000",2,אוטומטי,שנהב לבן,ליסינג,0,"2,019 ₪"
1554,"59,000 ₪",ירושלים,קיה ספורטז' SPORTAGE URBAN,2015,1591 ליטר בנזין,"170,000",1,אוטומטי,בז מטאלי,פרטית,7 חודשים,"1,424 ₪"
1555,"122,000 ₪",חיפה,סקודה סופרב SUPERB AMBITION,2018,1798 ליטר בנזין,"77,000",2,אוטומטי,קפה מטאלי,פרטית,12 חודשים,"2,019 ₪"
1556,"26,900 ₪",ראשון לציון,מזדה 6 MAZDA 6 LUXURY,2010,1999 ליטר בנזין,"260,000",2,אוטומטי,שחור,פרטית,1 חודשים,"1,427 ₪"
1557,"179,900 ₪",ירושלים,ב מ וו X5 SDRIVE 25D EXECUTIVE,2016,1995 ליטר דיזל,"138,000",2,אוטומטי,שחור מטלי,פרטית,0,"2,397 ₪"
1558,"17,900 ₪",חיפה,פיג'ו 301 301 ACTIVE,2014,1587 ליטר בנזין,"136,000",3,אוטומטי,אפור,פרטית,4 חודשים,0
1559,"117,900 ₪",אשדוד,יונדאי טוסון TUCSON PRIME PLUS,2020,1999 ליטר בנזין,"90,588",1,אוטומטי,לבן,ליסינג,12 חודשים,"1,835 ₪"
1560,"130,900 ₪",פתח תקווה,קיה ספורטז' SPORTAGE URBAN,2020,1999 ליטר בנזין,"44,450",1,אוטומטי,כסוף כהה,פרטית,0,"2,130 ₪"
1561,"198,000 ₪",ראשון לציון,מזדה 6 MAZDA 6 SIGNATURE,2022,2488 ליטר בנזין,"5,500",1,אוטומטי,אפור,פרטית,8 חודשים,"2,417 ₪"
1562,"110,000 ₪",עפולה,סקודה סופרב SUPERB AMBITION,2017,1395 ליטר בנזין,"107,000",2,אוטומטי,אפור מטל,פרטית,4 חודשים,"2,019 ₪"
1563,"86,000 ₪",נס ציונה,מזדה 3 MAZDA 3 SPORT,2018,1998 ליטר בנזין,"74,000",2,אוטומטי,שנהב לבן,ליסינג,0,"1,604 ₪"
1564,"135,000 ₪",נתניה,מזדה CX-5 CX-5 EXECUTIVE,2019,1998 ליטר בנזין,"40,000",2,אוטומטי,שנהב לבן,פרטית,0,"2,417 ₪"
1565,"35,000 ₪",חיפה,יונדאי I30 I30 INSPIRE,2013,1591 ליטר בנזין,"218,000",2,אוטומטי,אדום,פרטית,8 חודשים,"1,424 ₪"
1566,"515,000 ₪",נתניה,מרצדס GLC 300E 4MATIC AMG LINE,2023,1991 ליטר חשמל/בנזין,"9,000",1,אוטומטי,שחור,פרטית,0,0
1567,"23,000 ₪",אשדוד,מזדה 3 MAZDA 3 ACTIVE,2010,1598 ליטר בנזין,"212,000",5,אוטומטי,כחול,ליסינג,2 חודשים,"1,262 ₪"
1568,"56,000 ₪",בת ים,מזדה 2 MAZDA 2 DYNAMIC,2015,1496 ליטר בנזין,"120,000",2,אוטומטי,סגול בהיר,פרטית,8 חודשים,"1,205 ₪"
1569,"106,900 ₪",רמת השרון,מיצובישי ASX ASX PREMIUM,2019,1998 ליטר בנזין,"55,795",1,אוטומטי,שנהב לבן,פרטית,0,"1,604 ₪"
1570,"119,900 ₪",תל אביב יפו,פיג'ו 2008 2008 ACTIVE,2022,1499 ליטר דיזל,"15,000",2,אוטומטי,שנהב לבן,פרטית,0,"1,811 ₪"
1571,"67,000 ₪",חדרה,מזדה CX-5 CX5 EXECUTIVE,2014,1998 ליטר בנזין,"163,000",3,אוטומטי,שחור,ליסינג,1 חודשים,"1,693 ₪"
1572,"110,900 ₪",חדרה,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,"76,667",1,אוטומטי,אפור מטאלי,ליסינג,12 חודשים,"1,835 ₪"
1573,"83,900 ₪",חיפה,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,"80,000",1,אוטומטי,אפור מטל,ליסינג,0,"1,604 ₪"
1574,"58,900 ₪",פתח תקווה,יונדאי I10 I10 PRIME,2021,1197 ליטר בנזין,"148,165",1,אוטומטי,שנהב לבן,ליסינג,0,"1,235 ₪"
1575,"117,900 ₪",רמת השרון,יונדאי קונה KONA PRESTIGE,2020,1591 ליטר בנזין,"55,000",1,אוטומטי,אפור מטל,פרטית,5 חודשים,0
1576,"91,000 ₪",נתניה,שברולט טראקס TRAX LT LUX,2019,1364 ליטר בנזין,"53,000",1,אוטומטי,שנהב לבן,פרטית,0,"1,811 ₪"
1577,"330,000 ₪",ירכא,מרצדס EQC EQA250 ELEC NR,2023,חשמלי,0,1,אוטומטי,שחור,פרטית,11 חודשים,0
1578,"125,000 ₪",רמלה,טויוטה יאריס YARIS SKY,2022,1490 ליטר בנזין,"1,950",2,אוטומטי,שנהב לבן,פרטית,7 חודשים,"1,529 ₪"
1579,"188,000 ₪",חולון,צ'רי טיגו TIGGO 8 PRO NOBEL,2023,1598 ליטר בנזין,1,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,417 ₪"
1580,"575,000 ₪",נתניה,ג'יפ רנגלר UNLIMITED RUBICON 392,2022,6424 ליטר בנזין,"26,000",3,אוטומטי,אפור,פרטית,11 חודשים,"4,731 ₪"
1581,"145,403 ₪",נתניה,יונדאי טוסון TUCSON PREMIUM,2021,1999 ליטר בנזין,"23,000",2,אוטומטי,לבן,ליסינג,4 חודשים,"2,130 ₪"
1582,"54,999 ₪",פרדס חנה כרכור,פולקסווגן ג'טה JETTA TRENDLINE,2018,1197 ליטר בנזין,"153,000",2,אוטומטי,שנהב לבן,ליסינג,0,"1,604 ₪"
1583,"97,500 ₪",קרית אתא,קיה נירו NIRO EX,2018,1580 ליטר בנזין,"195,000",2,אוטומטי,שנהב לבן,פרטית,11 חודשים,0
1584,"88,000 ₪",נוף הגליל,סיאט לאון LEON FR,2015,1798 ליטר בנזין,"140,000",1,אוטומטי,כחול,פרטית,6 חודשים,"1,693 ₪"
1585,"249,900 ₪",ראשון לציון,וולבו XC60 B5 MOMENTUM,2021,1969 ליטר בנזין,"21,000",2,אוטומטי,שנהב לבן,פרטית,13 חודשים,"4,731 ₪"
1586,"71,500 ₪",מאיפה שנוח לך בארץ,שברולט ספארק SPARK LT PLUS,2019,1399 ליטר בנזין,"80,015",1,אוטומטי,לבן,ליסינג,13 חודשים,"1,102 ₪"
1587,"118,900 ₪",רעננה,מיצובישי אקליפס קרוס ECLIPSE CROSS INSTYLE,2019,1499 ליטר בנזין,"62,000",1,אוטומטי,שחור מטלי,אחר,5 חודשים,"1,835 ₪"
1588,"33,000 ₪",עפולה,פיג'ו 108 108 ACTIVE,2016,998 ליטר בנזין,"122,000",2,אוטומטי,שנהב לבן,אחר,5 חודשים,985 ₪
1589,"170,000 ₪",חולון,לקסוס NX 300 PREMIUM,2018,1998 ליטר בנזין,"135,000",2,אוטומטי,שנהב לבן,פרטית,5 חודשים,"3,357 ₪"
1590,"47,900 ₪",ראשון לציון,ניסאן קשקאי QASHQAI VISIA,2012,1997 ליטר בנזין,"59,000",2,אוטומטי,שחור מטלי,פרטית,6 חודשים,"1,427 ₪"
1591,"81,000 ₪",תל אביב יפו,מזדה CX-5 CX5 EXECUTIVE,2015,1998 ליטר בנזין,"170,000",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,693 ₪"
1592,"72,000 ₪",אום אל-פחם,רנו גראנד קופה COUPE INTENSE,2018,1197 ליטר בנזין,"82,000",1,אוטומטי,שנהב לבן,ליסינג,5 חודשים,"1,604 ₪"
1593,"75,000 ₪",בת ים,אאודי Q3 Q3 DESIGN,2014,1984 ליטר בנזין,"130,000",3,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,962 ₪"
1594,"127,000 ₪",נתניה,מיצובישי L-200 L200 INVITE,2017,2442 ליטר דיזל,"110,000",2,ידני,שנהב לבן,ליסינג,6 חודשים,"2,019 ₪"
1595,"41,998 ₪",קרית שמונה,שברולט מאליבו MALIBU LT LT,2014,1998 ליטר בנזין,"224,000",3,אוטומטי,אפור כהה מטלי,פרטית,0,"1,693 ₪"
1596,"67,900 ₪",חיפה,פיג'ו 2008 2008 ACTIVE GO,2019,1199 ליטר בנזין,"47,281",2,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,353 ₪"
1597,"86,900 ₪",ראשון לציון,סקודה סופרב SUPERB AMBITION,2017,1395 ליטר בנזין,"99,000",3,אוטומטי,אפור מטל,פרטית,1 חודשים,"2,019 ₪"
1598,"20,000 ₪",חולון,רנו קליאו III EXTREME,2013,1149 ליטר בנזין,"78,000",2,ידני,שנהב לבן,פרטית,0,0
1599,"95,900 ₪",רמת השרון,קיה ספורטז' SPORTAGE URBAN,2018,1591 ליטר בנזין,"89,663",1,אוטומטי,כסף,פרטית,1 חודשים,"1,604 ₪"
1600,"41,500 ₪",נתניה,דאציה סנדרו SANDERO LAUREATE,2020,898 ליטר בנזין,"115,000",1,אוטומטי,לבן,ליסינג,0,"1,235 ₪"
1601,"129,000 ₪",ראשון לציון,שברולט אקוינוקס EQUINOX LT PLUS,2020,1490 ליטר בנזין,"31,000",1,אוטומטי,אפור כהה,פרטית,11 חודשים,"2,019 ₪"
1602,"215,000 ₪",נתניה,טויוטה קורולה קרוס COROLLA CROSS ADVENTURE,2023,1798 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,417 ₪"
1603,"37,000 ₪",פתח תקווה,קיה פיקנטו PICANTO EX,2013,1248 ליטר בנזין,"143,000",2,אוטומטי,כסוף כהה,פרטית,2 חודשים,985 ₪
1604,"109,900 ₪",חדרה,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,"39,948",1,אוטומטי,אפור מטאלי,ליסינג,7 חודשים,"1,604 ₪"
1605,"140,000 ₪",נתניה,טויוטה יאריס CROSS HSD ECO,2022,1490 ליטר בנזין,"17,000",1,אוטומטי,כסף מטלי,ליסינג,4 חודשים,0
1606,"280,900 ₪",פתח תקווה,פולקסווגן אטלס ATLAS SE,2021,1984 ליטר בנזין,"35,500",1,אוטומטי,אפור בהיר,פרטית,6 חודשים,"3,366 ₪"
1607,"87,900 ₪",רמת השרון,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,"110,808",1,אוטומטי,שחור מטלי,ליסינג,2 חודשים,"1,604 ₪"
1608,"275,000 ₪",חיפה,טסלה MODEL 3 MODEL 3 LONG RANGE,2021,חשמלי,"45,000",1,אוטומטי,שחור,פרטית,10 חודשים,"3,366 ₪"
1609,"105,000 ₪",נתניה,סקודה סופרב SUPERB AMBITION,2019,1498 ליטר בנזין,"97,000",2,אוטומטי,אפור מטל,פרטית,1 חודשים,"2,019 ₪"
1610,"210,000 ₪",פתח תקווה,אאודי A4 A4 ADVANCED,2021,1984 ליטר בנזין,"58,000",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"3,366 ₪"
1611,"123,600 ₪",רעננה,קיה סטוניק STONIC EX,2022,998 ליטר בנזין,"3,000",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,529 ₪"
1612,"89,500 ₪",ראשון לציון,פולקסווגן גולף GOLF TRENDLINE,2018,1395 ליטר בנזין,"99,000",1,אוטומטי,אפור בהיר מטלי,פרטית,6 חודשים,"1,604 ₪"
1613,"154,000 ₪",עפולה,סקודה קודיאק KODIAQ AMBITION,2019,1498 ליטר בנזין,"38,851",1,אוטומטי,כסף מטלי,השכרה,0,"2,417 ₪"
1614,"43,000 ₪",קרית אתא,קיה פיקנטו PICANTO LX,2017,1248 ליטר בנזין,"67,000",4,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,102 ₪"
1615,"23,000 ₪",חיפה,מזדה 6 MAZDA 6 EXECUTIVE,2009,1999 ליטר בנזין,"183,000",4,אוטומטי,שחור,פרטית,0,"1,369 ₪"
1616,"66,000 ₪",חולון,מיצובישי ספייס סטאר SPACE STAR SUPREME,2020,1193 ליטר בנזין,"15,000",1,אוטומטי,צהוב מטאלי,פרטית,0,"1,235 ₪"
1617,"36,000 ₪",כפר חסידים א',מיצובישי אאוטלנדר OUTLANDER INVITE,2010,1998 ליטר בנזין,"260,000",2,אוטומטי,אפור כהה,ליסינג,0,"1,427 ₪"
1618,"149,900 ₪",פתח תקווה,סקודה קארוק KAROQ PREMIUM,2020,1498 ליטר בנזין,"32,533",1,אוטומטי,אפור כהה,פרטית,10 חודשים,"2,417 ₪"
1619,"159,000 ₪",נתניה,סקודה קודיאק KODIAQ STYLE,2019,1498 ליטר בנזין,"85,000",2,אוטומטי,כסף מטלי,ליסינג,11 חודשים,"2,019 ₪"
1620,"66,900 ₪",נתניה,טויוטה קורולה COROLLA SUN,2016,1598 ליטר בנזין,"150,000",2,אוטומטי,שנהב לבן,ליסינג,1 חודשים,0
1621,"119,000 ₪",ראשון לציון,טויוטה C-HR HYBRID CHIC,2019,1798 ליטר בנזין,"57,000",1,אוטומטי,כסוף כהה מטלי,פרטית,7 חודשים,"1,835 ₪"
1622,"101,000 ₪",מאיפה שנוח לך בארץ,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,"85,855",1,אוטומטי,שחור,אחר,1 חודשים,"1,604 ₪"
1623,"148,500 ₪",רעננה,יונדאי אלנטרה ELANTRA HEV PREMIUM,2022,1580 ליטר בנזין,"4,000",1,אוטומטי,אפור מטל,פרטית,4 חודשים,"1,811 ₪"
1624,"202,900 ₪",פתח תקווה,אאודי Q3 Q3 ADVANCED,2020,1498 ליטר בנזין,"52,953",1,אוטומטי,שחור,פרטית,0,"3,366 ₪"
1625,"113,200 ₪",רעננה,קיה XCeed XCEED LX,2021,1353 ליטר בנזין,"37,900",1,אוטומטי,שנהב לבן,פרטית,13 חודשים,0
