,price
1153,"93,900 ₪"
1154,"135,900 ₪"
1155,"66,900 ₪"
1156,"14,000 ₪"
1157,"68,000 ₪"
1158,"88,900 ₪"
1159,"178,000 ₪"
1160,"715,000 ₪"
1161,"85,000 ₪"
1162,"129,000 ₪"
1163,"91,900 ₪"
1164,"164,000 ₪"
1165,"210,000 ₪"
1166,"87,000 ₪"
1167,"54,000 ₪"
1168,"144,000 ₪"
1169,"172,900 ₪"
1170,"140,000 ₪"
1171,"89,000 ₪"
1172,"92,900 ₪"
1173,"67,000 ₪"
1174,"95,000 ₪"
1175,"102,000 ₪"
1176,"45,000 ₪"
1177,"43,499 ₪"
1178,"335,000 ₪"
1179,"61,000 ₪"
1180,"494,900 ₪"
1181,"81,000 ₪"
1182,"138,900 ₪"
1183,"86,000 ₪"
1184,"124,160 ₪"
1185,"103,900 ₪"
1186,"45,000 ₪"
1187,"31,000 ₪"
1188,"52,900 ₪"
1189,"400,000 ₪"
1190,"61,900 ₪"
1191,"21,900 ₪"
1192,"301,200 ₪"
1193,"49,990 ₪"
1194,"122,900 ₪"
1195,"97,500 ₪"
1196,"157,140 ₪"
1197,"109,999 ₪"
1198,"47,900 ₪"
1199,"107,900 ₪"
1200,"145,900 ₪"
1201,"79,900 ₪"
1202,"119,000 ₪"
1203,"190,000 ₪"
1204,"92,900 ₪"
1205,"39,000 ₪"
1206,"217,000 ₪"
1207,"163,930 ₪"
1208,"136,900 ₪"
1209,"113,900 ₪"
1210,"82,900 ₪"
1211,"91,900 ₪"
1212,"84,000 ₪"
1213,"54,900 ₪"
1214,"108,900 ₪"
1215,"70,000 ₪"
1216,"100,000 ₪"
1217,"36,500 ₪"
1218,"109,900 ₪"
1219,"159,000 ₪"
1220,"91,900 ₪"
1221,"30,000 ₪"
1222,"120,900 ₪"
1223,"315,000 ₪"
1224,"193,000 ₪"
1225,"43,900 ₪"
1226,"94,900 ₪"
1227,"27,900 ₪"
1228,"98,000 ₪"
1229,"25,000 ₪"
1230,"379,000 ₪"
1231,"96,000 ₪"
1232,"12,900 ₪"
1233,"182,700 ₪"
1234,"49,000 ₪"
1235,"64,000 ₪"
1236,"110,900 ₪"
1237,"95,000 ₪"
1238,"119,900 ₪"
1239,"82,000 ₪"
1240,"93,000 ₪"
1241,"86,900 ₪"
1242,"42,000 ₪"
1243,"89,000 ₪"
1244,"78,000 ₪"
1245,"65,000 ₪"
1246,"235,000 ₪"
1247,"60,000 ₪"
1248,"168,000 ₪"
1249,"54,000 ₪"
1250,"90,900 ₪"
1251,"115,000 ₪"
1252,"131,900 ₪"
1253,"255,000 ₪"
1254,"209,000 ₪"
1255,"47,000 ₪"
1256,"77,900 ₪"
1257,"96,000 ₪"
1258,"101,900 ₪"
1259,"110,000 ₪"
1260,"117,000 ₪"
1261,"90,000 ₪"
1262,"84,000 ₪"
1263,"85,000 ₪"
1264,"217,000 ₪"
1265,"108,900 ₪"
1266,"69,000 ₪"
1267,"178,000 ₪"
1268,"100,900 ₪"
1269,"149,900 ₪"
1270,"370,000 ₪"
1271,"73,000 ₪"
1272,"133,900 ₪"
1273,"121,900 ₪"
1274,"220,000 ₪"
1275,"78,000 ₪"
1276,"99,000 ₪"
1277,"155,000 ₪"
1278,"72,900 ₪"
1279,"82,900 ₪"
1280,"271,503 ₪"
1281,"94,900 ₪"
1282,"138,500 ₪"
1283,"37,900 ₪"
1284,"98,000 ₪"
1285,"111,000 ₪"
1286,"180,000 ₪"
1287,"37,000 ₪"
1288,"218,000 ₪"
1289,"132,000 ₪"
1290,"420,000 ₪"
1291,"52,000 ₪"
1292,"88,900 ₪"
1293,"63,900 ₪"
1294,"80,000 ₪"
1295,"29,900 ₪"
1296,"107,900 ₪"
1297,"45,999 ₪"
1298,"19,900 ₪"
1299,"225,900 ₪"
1300,"37,000 ₪"
1301,"84,000 ₪"
1302,"142,900 ₪"
1303,"97,900 ₪"
1304,"69,500 ₪"
1305,"714,000 ₪"
1306,"135,000 ₪"
1307,"116,900 ₪"
1308,"147,900 ₪"
1309,"153,000 ₪"
1310,"28,000 ₪"
1311,"200,000 ₪"
1312,"117,000 ₪"
1313,"251,230 ₪"
1314,"239,000 ₪"
1315,"85,000 ₪"
1316,"196,000 ₪"
1317,"105,000 ₪"
1318,"64,000 ₪"
1319,"68,000 ₪"
1320,"118,000 ₪"
1321,"116,900 ₪"
1322,"157,900 ₪"
1323,"80,900 ₪"
1324,"103,000 ₪"
1325,"119,900 ₪"
1326,"50,000 ₪"
1327,"69,000 ₪"
1328,"127,000 ₪"
1329,"290,000 ₪"
1330,"102,000 ₪"
1331,"29,990 ₪"
1332,"117,900 ₪"
1333,"150,900 ₪"
1334,"175,000 ₪"
1335,"70,000 ₪"
1336,"19,500 ₪"
1337,"54,999 ₪"
1338,"134,900 ₪"
1339,"48,000 ₪"
1340,"410,000 ₪"
1341,"259,960 ₪"
1342,"65,900 ₪"
1343,"72,000 ₪"
1344,"76,900 ₪"
1345,"107,900 ₪"
1346,"140,000 ₪"
1347,"120,900 ₪"
1348,"119,900 ₪"
1349,"72,000 ₪"
1350,"125,000 ₪"
1351,"430,000 ₪"
1352,"110,900 ₪"
1353,"71,000 ₪"
1354,"121,000 ₪"
1355,"99,000 ₪"
1356,"76,000 ₪"
1357,"59,000 ₪"
1358,"23,499 ₪"
1359,"35,000 ₪"
1360,"112,900 ₪"
1361,"123,900 ₪"
1362,"198,000 ₪"
1363,"99,999 ₪"
1364,"134,999 ₪"
1365,"88,000 ₪"
1366,"31,000 ₪"
1367,"105,000 ₪"
1368,"90,900 ₪"
1369,"130,000 ₪"
1370,"120,000 ₪"
1371,"110,900 ₪"
1372,"168,000 ₪"
1373,"107,600 ₪"
1374,"233,000 ₪"
1375,"107,900 ₪"
1376,"205,000 ₪"
1377,"87,000 ₪"
1378,"149,900 ₪"
1379,"114,900 ₪"
1380,"139,990 ₪"
1381,"149,900 ₪"
1382,"30,000 ₪"
1383,"635,350 ₪"
1384,"121,900 ₪"
1385,"108,000 ₪"
1386,"238,500 ₪"
1387,"90,000 ₪"
1388,"140,500 ₪"
1389,"106,900 ₪"
1390,"97,900 ₪"
1391,"99,000 ₪"
1392,"88,000 ₪"
1393,"124,996 ₪"
1394,"95,900 ₪"
1395,"479,900 ₪"
1396,"72,000 ₪"
1397,"127,000 ₪"
1398,"111,900 ₪"
1399,"97,000 ₪"
1400,"180,000 ₪"
1401,"122,900 ₪"
1402,"136,000 ₪"
1403,"135,744 ₪"
1404,"109,990 ₪"
1405,"93,900 ₪"
1406,"103,900 ₪"
1407,"187,900 ₪"
1408,"62,000 ₪"
1409,"549,997 ₪"
1410,"110,000 ₪"
1411,"88,000 ₪"
1412,"55,000 ₪"
1413,"136,390 ₪"
1414,"84,390 ₪"
1415,"109,900 ₪"
1416,"470,000 ₪"
1417,"64,900 ₪"
1418,"29,998 ₪"
1419,"104,256 ₪"
1420,"39,900 ₪"
1421,"187,000 ₪"
1422,"150,350 ₪"
1423,"122,900 ₪"
1424,"65,000 ₪"
1425,"89,900 ₪"
1426,"69,900 ₪"
1427,"107,900 ₪"
1428,"29,000 ₪"
1429,"73,900 ₪"
1430,"127,900 ₪"
1431,"105,000 ₪"
1432,"270,000 ₪"
1433,"81,900 ₪"
1434,"89,900 ₪"
1435,"111,900 ₪"
1436,"75,000 ₪"
1437,"18,000 ₪"
1438,"295,000 ₪"
1439,"97,900 ₪"
1440,"52,000 ₪"
1441,"62,900 ₪"
1442,"95,000 ₪"
1443,"109,900 ₪"
1444,"88,900 ₪"
1445,"200,000 ₪"
1446,"99,000 ₪"
1447,"119,000 ₪"
1448,"23,900 ₪"
1449,"45,000 ₪"
1450,"143,000 ₪"
1451,"89,900 ₪"
1452,"65,000 ₪"
1453,"45,000 ₪"
1454,"42,900 ₪"
1455,"77,900 ₪"
1456,"120,900 ₪"
1457,"189,900 ₪"
1458,"49,000 ₪"
1459,"140,000 ₪"
1460,"110,000 ₪"
1461,"105,000 ₪"
1462,"55,000 ₪"
1463,"36,000 ₪"
1464,"123,900 ₪"
1465,"97,900 ₪"
1466,"55,000 ₪"
1467,"49,000 ₪"
1468,"74,900 ₪"
1469,"111,900 ₪"
1470,"100,000 ₪"
1471,"131,900 ₪"
1472,"123,000 ₪"
1473,"148,900 ₪"
1474,"95,000 ₪"
1475,"48,000 ₪"
1476,"129,000 ₪"
1477,"60,000 ₪"
1478,"112,000 ₪"
1479,"71,900 ₪"
1480,"93,900 ₪"
1481,"76,600 ₪"
1482,"78,900 ₪"
1483,"32,000 ₪"
1484,"127,900 ₪"
1485,"405,363 ₪"
1486,"185,000 ₪"
1487,"102,900 ₪"
1488,"95,900 ₪"
1489,"180,000 ₪"
1490,"122,900 ₪"
1491,"410,000 ₪"
1492,"69,000 ₪"
1493,"340,000 ₪"
1494,"164,803 ₪"
1495,"165,000 ₪"
1496,"98,900 ₪"
1497,"289,000 ₪"
1498,"55,900 ₪"
1499,"104,000 ₪"
1500,"71,990 ₪"
1501,"45,900 ₪"
1502,"300,000 ₪"
1503,"118,900 ₪"
1504,"110,000 ₪"
1505,"153,163 ₪"
1506,"122,998 ₪"
1507,"129,000 ₪"
1508,"116,900 ₪"
1509,"134,900 ₪"
1510,"127,000 ₪"
1511,"25,000 ₪"
1512,"136,900 ₪"
1513,"88,000 ₪"
1514,"41,900 ₪"
1515,"127,900 ₪"
1516,"44,900 ₪"
1517,"115,000 ₪"
1518,"151,900 ₪"
1519,"435,000 ₪"
1520,"119,999 ₪"
1521,"39,000 ₪"
1522,"155,000 ₪"
1523,"113,990 ₪"
1524,"136,900 ₪"
1525,"10,999 ₪"
1526,"80,900 ₪"
1527,"64,000 ₪"
1528,"288,000 ₪"
1529,"81,900 ₪"
1530,"124,900 ₪"
1531,"111,550 ₪"
1532,"80,900 ₪"
1533,"107,000 ₪"
1534,"421,950 ₪"
1535,"137,500 ₪"
1536,"99,900 ₪"
1537,"116,900 ₪"
1538,"16,900 ₪"
1539,"116,900 ₪"
1540,"480,000 ₪"
1541,"155,000 ₪"
1542,"63,000 ₪"
1543,"88,900 ₪"
1544,"58,999 ₪"
1545,"756,600 ₪"
1546,"55,000 ₪"
1547,"41,900 ₪"
1548,"67,000 ₪"
1549,"97,900 ₪"
1550,"172,900 ₪"
1551,"125,000 ₪"
1552,"113,900 ₪"
1553,"73,000 ₪"
1554,"255,000 ₪"
1555,"115,900 ₪"
1556,"121,900 ₪"
1557,"277,000 ₪"
1558,"112,900 ₪"
1559,"85,000 ₪"
1560,"28,500 ₪"
1561,"79,900 ₪"
1562,"97,900 ₪"
1563,"87,900 ₪"
1564,"84,000 ₪"
1565,"145,000 ₪"
1566,"122,900 ₪"
1567,"84,000 ₪"
1568,"80,900 ₪"
1569,"79,900 ₪"
1570,"59,000 ₪"
1571,"122,000 ₪"
1572,"26,900 ₪"
1573,"179,900 ₪"
1574,"17,900 ₪"
1575,"117,900 ₪"
1576,"130,900 ₪"
1577,"198,000 ₪"
1578,"110,000 ₪"
1579,"86,000 ₪"
1580,"135,000 ₪"
1581,"35,000 ₪"
1582,"515,000 ₪"
1583,"23,000 ₪"
1584,"56,000 ₪"
1585,"106,900 ₪"
1586,"119,900 ₪"
1587,"67,000 ₪"
1588,"110,900 ₪"
1589,"83,900 ₪"
1590,"58,900 ₪"
1591,"117,900 ₪"
1592,"91,000 ₪"
1593,"330,000 ₪"
1594,"125,000 ₪"
1595,"188,000 ₪"
1596,"575,000 ₪"
1597,"145,403 ₪"
1598,"54,999 ₪"
1599,"97,500 ₪"
1600,"88,000 ₪"
1601,"249,900 ₪"
1602,"71,500 ₪"
1603,"118,900 ₪"
1604,"33,000 ₪"
1605,"170,000 ₪"
1606,"47,900 ₪"
1607,"81,000 ₪"
1608,"72,000 ₪"
1609,"75,000 ₪"
1610,"127,000 ₪"
1611,"41,998 ₪"
1612,"67,900 ₪"
1613,"86,900 ₪"
1614,"20,000 ₪"
1615,"95,900 ₪"
1616,"41,500 ₪"
1617,"129,000 ₪"
1618,"215,000 ₪"
1619,"37,000 ₪"
1620,"109,900 ₪"
1621,"140,000 ₪"
1622,"280,900 ₪"
1623,"87,900 ₪"
1624,"275,000 ₪"
1625,"105,000 ₪"
1626,"210,000 ₪"
1627,"123,600 ₪"
1628,"89,500 ₪"
1629,"154,000 ₪"
1630,"43,000 ₪"
1631,"23,000 ₪"
1632,"66,000 ₪"
1633,"36,000 ₪"
1634,"149,900 ₪"
1635,"159,000 ₪"
1636,"66,900 ₪"
1637,"119,000 ₪"
1638,"101,000 ₪"
1639,"148,500 ₪"
1640,"202,900 ₪"
1641,"113,200 ₪"
1642,"75,000 ₪"
1643,"151,999 ₪"
1644,"184,203 ₪"
1645,"52,000 ₪"
1646,"84,900 ₪"
1647,"17,999 ₪"
1648,"124,000 ₪"
1649,"56,500 ₪"
1650,"80,900 ₪"
1651,"74,900 ₪"
1652,"53,000 ₪"
1653,"259,960 ₪"
1654,"72,000 ₪"
1655,"106,900 ₪"
1656,"158,110 ₪"
1657,"60,000 ₪"
1658,"109,000 ₪"
1659,"35,000 ₪"
1660,"165,000 ₪"
1661,"99,900 ₪"
1662,"685,000 ₪"
1663,"79,000 ₪"
1664,"155,990 ₪"
1665,"269,000 ₪"
1666,"82,000 ₪"
1667,"374,990 ₪"
1668,"67,900 ₪"
1669,"125,000 ₪"
1670,"136,900 ₪"
1671,"80,000 ₪"
1672,"73,000 ₪"
1673,"100,900 ₪"
1674,"38,900 ₪"
1675,"124,900 ₪"
1676,"79,000 ₪"
1677,"108,900 ₪"
1678,"92,000 ₪"
1679,"115,900 ₪"
1680,"59,900 ₪"
1681,"55,000 ₪"
1682,"61,900 ₪"
1683,"85,900 ₪"
1684,"121,900 ₪"
1685,"390,000 ₪"
1686,"410,000 ₪"
1687,"85,000 ₪"
1688,"84,000 ₪"
1689,"197,000 ₪"
1690,"101,900 ₪"
1691,"21,000 ₪"
1692,"44,900 ₪"
1693,"395,000 ₪"
1694,"86,092 ₪"
1695,"199,000 ₪"
1696,"388,000 ₪"
1697,"107,000 ₪"
1698,"112,000 ₪"
1699,"115,900 ₪"
1700,"111,900 ₪"
1701,"27,999 ₪"
1702,"110,000 ₪"
1703,"101,900 ₪"
1704,"29,900 ₪"
1705,"55,000 ₪"
1706,"89,900 ₪"
1707,"157,140 ₪"
1708,"79,999 ₪"
1709,"115,900 ₪"
1710,"204,000 ₪"
1711,"12,900 ₪"
1712,"23,000 ₪"
1713,"60,000 ₪"
1714,"117,000 ₪"
1715,"109,999 ₪"
1716,"79,900 ₪"
1717,"114,900 ₪"
1718,"69,000 ₪"
1719,"188,000 ₪"
1720,"92,000 ₪"
1721,"115,000 ₪"
1722,"79,000 ₪"
1723,"77,900 ₪"
1724,"335,000 ₪"
1725,"100,000 ₪"
1726,"58,000 ₪"
1727,"65,000 ₪"
1728,"74,900 ₪"
1729,"119,900 ₪"
1730,"93,000 ₪"
1731,"67,000 ₪"
1732,"107,000 ₪"
1733,"105,900 ₪"
1734,"380,000 ₪"
1735,"90,000 ₪"
1736,"112,900 ₪"
1737,"112,500 ₪"
1738,"75,900 ₪"
1739,"215,000 ₪"
1740,"198,000 ₪"
1741,"275,000 ₪"
1742,"99,990 ₪"
1743,"190,000 ₪"
1744,"70,900 ₪"
1745,"71,000 ₪"
1746,"189,000 ₪"
1747,"86,000 ₪"
1748,"34,000 ₪"
1749,"700,000 ₪"
1750,"115,900 ₪"
1751,"125,000 ₪"
1752,"99,000 ₪"
1753,"57,000 ₪"
1754,"36,900 ₪"
1755,"95,000 ₪"
1756,"75,900 ₪"
1757,"136,990 ₪"
1758,"147,900 ₪"
1759,"89,000 ₪"
1760,"99,900 ₪"
1761,"169,900 ₪"
1762,"275,000 ₪"
1763,"35,000 ₪"
1764,"51,500 ₪"
1765,"205,000 ₪"
1766,"110,000 ₪"
1767,"89,000 ₪"
1768,"105,000 ₪"
1769,"89,000 ₪"
1770,"66,900 ₪"
1771,"259,000 ₪"
1772,"57,000 ₪"
1773,"82,900 ₪"
1774,"69,000 ₪"
1775,"93,000 ₪"
1776,"184,203 ₪"
1777,"88,000 ₪"
1778,"99,000 ₪"
1779,"59,900 ₪"
1780,"91,900 ₪"
1781,"105,000 ₪"
1782,"118,000 ₪"
1783,"64,999 ₪"
1784,"94,900 ₪"
1785,"94,900 ₪"
1786,"121,000 ₪"
1787,"119,900 ₪"
1788,"14,999 ₪"
1789,"96,000 ₪"
1790,"119,900 ₪"
1791,"299,900 ₪"
1792,"208,550 ₪"
1793,"70,900 ₪"
1794,"155,000 ₪"
1795,"118,900 ₪"
1796,"300,000 ₪"
1797,"106,900 ₪"
1798,"92,900 ₪"
1799,"79,999 ₪"
1800,"163,930 ₪"
1801,"122,900 ₪"
1802,"100,000 ₪"
1803,"91,900 ₪"
1804,"118,900 ₪"
1805,"79,900 ₪"
1806,"111,000 ₪"
1807,"89,000 ₪"
1808,"385,000 ₪"
1809,"119,900 ₪"
1810,"110,500 ₪"
1811,"33,400 ₪"
1812,"68,000 ₪"
1813,"117,000 ₪"
1814,"118,900 ₪"
1815,"77,000 ₪"
1816,"64,000 ₪"
1817,"120,000 ₪"
1818,"250,000 ₪"
1819,"314,999 ₪"
1820,"27,000 ₪"
1821,"138,500 ₪"
1822,"93,000 ₪"
1823,"86,900 ₪"
1824,"39,500 ₪"
1825,"74,900 ₪"
1826,"168,000 ₪"
1827,"117,900 ₪"
1828,"168,500 ₪"
1829,"138,900 ₪"
1830,"266,750 ₪"
1831,"259,960 ₪"
1832,"74,900 ₪"
1833,"73,000 ₪"
1834,"117,000 ₪"
1835,"84,000 ₪"
1836,"77,900 ₪"
1837,"102,900 ₪"
1838,"92,900 ₪"
1839,"116,000 ₪"
1840,"127,000 ₪"
1841,"112,900 ₪"
1842,"80,900 ₪"
1843,"75,900 ₪"
1844,"320,000 ₪"
1845,"134,900 ₪"
1846,"34,000 ₪"
1847,"710,000 ₪"
1848,"76,500 ₪"
1849,"144,500 ₪"
1850,"122,900 ₪"
1851,"94,999 ₪"
1852,"156,900 ₪"
1853,"410,000 ₪"
1854,"255,983 ₪"
1855,"365,000 ₪"
1856,"290,903 ₪"
1857,"115,900 ₪"
1858,"131,900 ₪"
1859,"36,000 ₪"
1860,"108,900 ₪"
1861,"99,999 ₪"
1862,"190,000 ₪"
1863,"590,000 ₪"
1864,"69,900 ₪"
1865,"34,500 ₪"
1866,"70,900 ₪"
1867,"99,990 ₪"
1868,"84,000 ₪"
1869,"129,999 ₪"
1870,"128,000 ₪"
1871,"109,898 ₪"
1872,"43,042 ₪"
1873,"85,900 ₪"
1874,"115,000 ₪"
1875,"179,000 ₪"
1876,"30,000 ₪"
1877,"52,000 ₪"
1878,"91,000 ₪"
1879,"112,900 ₪"
1880,"104,900 ₪"
1881,"80,000 ₪"
1882,"105,000 ₪"
1883,"102,990 ₪"
1884,"106,900 ₪"
1885,"63,900 ₪"
1886,"68,000 ₪"
1887,"59,900 ₪"
1888,"40,999 ₪"
1889,"149,900 ₪"
1890,"132,000 ₪"
1891,"95,000 ₪"
1892,"38,700 ₪"
1893,"72,900 ₪"
1894,"485,000 ₪"
1895,"230,000 ₪"
1896,"119,000 ₪"
1897,"299,000 ₪"
1898,"61,000 ₪"
1899,"137,900 ₪"
1900,"29,999 ₪"
1901,"146,000 ₪"
1902,"125,900 ₪"
1903,"43,900 ₪"
1904,"13,000 ₪"
1905,"65,000 ₪"
1906,"135,000 ₪"
1907,"22,000 ₪"
1908,"133,500 ₪"
