,city
1591,רמת השרון
1592,נתניה
1593,ירכא
1594,רמלה
1595,חולון
1596,נתניה
1597,נתניה
1598,פרדס חנה כרכור
1599,קרית אתא
1600,נוף הגליל
1601,ראשון לציון
1602,מאיפה שנוח לך בארץ
1603,רעננה
1604,עפולה
1605,חולון
1606,ראשון לציון
1607,תל אביב יפו
1608,אום אל-פחם
1609,בת ים
1610,נתניה
1611,קרית שמונה
1612,חיפה
1613,ראשון לציון
1614,חולון
1615,רמת השרון
1616,נתניה
1617,ראשון לציון
1618,נתניה
1619,פתח תקווה
1620,חדרה
1621,נתניה
1622,פתח תקווה
1623,רמת השרון
1624,חיפה
1625,נתניה
1626,פתח תקווה
1627,רעננה
1628,ראשון לציון
1629,עפולה
1630,קרית אתא
1631,חיפה
1632,חולון
1633,כפר חסידים א'
1634,פתח תקווה
1635,נתניה
1636,נתניה
1637,ראשון לציון
1638,מאיפה שנוח לך בארץ
1639,רעננה
1640,פתח תקווה
1641,רעננה
1642,נתניה
1643,קרית שמונה
1644,נתניה
1645,חיפה
1646,ראשון לציון
1647,פרדס חנה כרכור
1648,מאיפה שנוח לך בארץ
1649,בת ים
1650,רמת השרון
1651,תל אביב יפו
1652,כפר כנא
1653,נתניה
1654,חדרה
1655,רמת השרון
1656,נתניה
1657,נוף הגליל
1658,סח'נין
1659,תל אביב יפו
1660,קרית שמונה
1661,עפולה
1662,באר שבע
1663,נתניה
1664,נתניה
1665,באר שבע
1666,חיפה
1667,קרית שמונה
1668,חדרה
1669,נתניה
1670,רמת גן
1671,עפולה
1672,חיפה
1673,חיפה
1674,ראשון לציון
1675,אשדוד
1676,בת ים
1677,פתח תקווה
1678,רעננה
1679,ראשון לציון
1680,ראשון לציון
1681,לוד
1682,חיפה
1683,רמת השרון
1684,ראשון לציון
1685,נתניה
1686,עפולה
1687,ירושלים
1688,סינון עם האלגוריתם
1689,ראשון לציון
1690,רמת השרון
1691,פתח תקווה
1692,ראשון לציון
1693,שפרעם
1694,רעננה
1695,ראשון לציון
1696,נתניה
1697,חדרה
1698,אבן יהודה
1699,חדרה
1700,חיפה
1701,פרדס חנה כרכור
1702,פתח תקווה
1703,ראשון לציון
1704,ראשון לציון
1705,עפולה
1706,ראשון לציון
1707,נתניה
1708,עפולה
1709,אשדוד
1710,נתניה
1711,ראשון לציון
1712,פתח תקווה
1713,חיפה
1714,הרצליה
1715,חיפה
1716,חיפה
1717,ראשון לציון
1718,כפר כנא
1719,נתניה
1720,נתניה
1721,כפר סבא
1722,בת ים
1723,ראשון לציון
1724,חיפה
1725,חיפה
1726,חיפה
1727,ראשון לציון
1728,ראשון לציון
1729,פתח תקווה
1730,חיפה
1731,חיפה
1732,חיפה
1733,חיפה
1734,נתניה
1735,נתניה
1736,פתח תקווה
1737,ראשון לציון
1738,פתח תקווה
1739,עיספיא
1740,חולון
1741,טמרה
1742,קרית שמונה
1743,נתניה
1744,רמת השרון
1745,חיפה
1746,ירושלים
1747,שדרות
1748,נתניה
1749,קרית שמונה
1750,רמת השרון
1751,פתח תקווה
1752,נס ציונה
1753,נתניה
1754,ראשון לציון
1755,נוף הגליל
1756,ראשון לציון
1757,נתניה
1758,פתח תקווה
1759,ראשון לציון
1760,באר טוביה
1761,עפולה
1762,ראשון לציון
1763,נתניה
1764,חיפה
1765,נתניה
1766,עפולה
1767,ראשון לציון
1768,כפר סבא
1769,עיספיא
1770,ירושלים
1771,חיפה
1772,תל אביב יפו
1773,רמת השרון
1774,פתח תקווה
1775,רחובות
1776,נתניה
1777,נתניה
1778,סח'נין
1779,ראשון לציון
1780,פתח תקווה
1781,עפולה
1782,פתח תקווה
1783,חיפה
1784,חיפה
1785,ראשון לציון
1786,חיפה
1787,ראשון לציון
1788,פרדס חנה כרכור
1789,נתניה
1790,חדרה
1791,ראשון לציון
1792,נתניה
1793,ראשון לציון
1794,נתניה
1795,חיפה
1796,עפולה
1797,רמת השרון
1798,ראשון לציון
1799,חיפה
1800,נתניה
1801,חיפה
1802,נס ציונה
1803,חדרה
1804,רמת השרון
1805,עפולה
1806,מאיפה שנוח לך בארץ
1807,רחובות
1808,קרית שמונה
1809,פתח תקווה
1810,תל אביב יפו
1811,מאיפה שנוח לך בארץ
1812,לוד
1813,חיפה
1814,חיפה
1815,נתניה
1816,עראבה
1817,ירכא
1818,נתניה
1819,קרית שמונה
1820,נתניה
1821,בת ים
1822,שפרעם
1823,רמת השרון
1824,עיספיא
1825,פתח תקווה
1826,מאיפה שנוח לך בארץ
1827,חיפה
1828,בת ים
1829,פתח תקווה
1830,נתניה
1831,נתניה
1832,ראשון לציון
1833,רחובות
1834,עפולה
1835,סינון עם האלגוריתם
1836,נתניה
1837,פתח תקווה
1838,פתח תקווה
1839,רעננה
1840,חיפה
1841,אשדוד
1842,חיפה
1843,חיפה
1844,נתניה
1845,רעננה
1846,חיפה
1847,עפולה
1848,ראשון לציון
1849,קרית אתא
1850,פתח תקווה
1851,פרדס חנה כרכור
1852,ראשון לציון
1853,עפולה
1854,נתניה
1855,נתניה
1856,נתניה
1857,ראשון לציון
1858,אשדוד
1859,רחובות
1860,אשדוד
1861,ראשון לציון
1862,נתיבות
1863,נתניה
1864,ראשון לציון
1865,נתניה
1866,תל אביב יפו
1867,נתניה
1868,סינון עם האלגוריתם
1869,חיפה
1870,קרית שמונה
1871,קרית שמונה
1872,מאיפה שנוח לך בארץ
1873,חדרה
1874,ירושלים
1875,עפולה
1876,חיפה
1877,חולון
1878,נתניה
1879,חיפה
1880,עפולה
1881,לוד
1882,כרמיאל
1883,עפולה
1884,פתח תקווה
1885,חדרה
1886,טמרה
1887,חולון
1888,פרדס חנה כרכור
1889,חיפה
1890,חיפה
1891,נתיבות
1892,עפולה
1893,ראשון לציון
1894,נתניה
1895,עראבה
1896,חיפה
1897,שפרעם
1898,תל אביב יפו
1899,פתח תקווה
1900,פרדס חנה כרכור
1901,ראשון לציון
1902,חיפה
1903,ראשון לציון
1904,חדרה
1905,נוף הגליל
1906,ירכא
1907,פתח תקווה
1908,בת ים
