,price
1153,"129,000 ₪"
1154,"91,900 ₪"
1155,"164,000 ₪"
1156,"210,000 ₪"
1157,"87,000 ₪"
1158,"54,000 ₪"
1159,"144,000 ₪"
1160,"172,900 ₪"
1161,"140,000 ₪"
1162,"89,000 ₪"
1163,"92,900 ₪"
1164,"67,000 ₪"
1165,"95,000 ₪"
1166,"102,000 ₪"
1167,"45,000 ₪"
1168,"43,499 ₪"
1169,"335,000 ₪"
1170,"61,000 ₪"
1171,"494,900 ₪"
1172,"81,000 ₪"
1173,"138,900 ₪"
1174,"86,000 ₪"
1175,"124,160 ₪"
1176,"103,900 ₪"
1177,"45,000 ₪"
1178,"31,000 ₪"
1179,"52,900 ₪"
1180,"400,000 ₪"
1181,"61,900 ₪"
1182,"21,900 ₪"
1183,"301,200 ₪"
1184,"49,990 ₪"
1185,"122,900 ₪"
1186,"97,500 ₪"
1187,"157,140 ₪"
1188,"109,999 ₪"
1189,"47,900 ₪"
1190,"107,900 ₪"
1191,"145,900 ₪"
1192,"79,900 ₪"
1193,"119,000 ₪"
1194,"190,000 ₪"
1195,"92,900 ₪"
1196,"39,000 ₪"
1197,"217,000 ₪"
1198,"163,930 ₪"
1199,"136,900 ₪"
1200,"113,900 ₪"
1201,"82,900 ₪"
1202,"91,900 ₪"
1203,"54,900 ₪"
1204,"108,900 ₪"
1205,"100,000 ₪"
1206,"36,500 ₪"
1207,"109,900 ₪"
1208,"159,000 ₪"
1209,"91,900 ₪"
1210,"30,000 ₪"
1211,"120,900 ₪"
1212,"315,000 ₪"
1213,"193,000 ₪"
1214,"43,900 ₪"
1215,"94,900 ₪"
1216,"27,900 ₪"
1217,"98,000 ₪"
1218,"25,000 ₪"
1219,"379,000 ₪"
1220,"96,000 ₪"
1221,"12,900 ₪"
1222,"182,700 ₪"
1223,"49,000 ₪"
1224,"64,000 ₪"
1225,"110,900 ₪"
1226,"95,000 ₪"
1227,"119,900 ₪"
1228,"82,000 ₪"
1229,"93,000 ₪"
1230,"86,900 ₪"
1231,"42,000 ₪"
1232,"89,000 ₪"
1233,"78,000 ₪"
1234,"65,000 ₪"
1235,"235,000 ₪"
1236,"60,000 ₪"
1237,"168,000 ₪"
1238,"54,000 ₪"
1239,"90,900 ₪"
1240,"115,000 ₪"
1241,"131,900 ₪"
1242,"255,000 ₪"
1243,"209,000 ₪"
1244,"47,000 ₪"
1245,"77,900 ₪"
1246,"96,000 ₪"
1247,"101,900 ₪"
1248,"110,000 ₪"
1249,"117,000 ₪"
1250,"90,000 ₪"
1251,"85,000 ₪"
1252,"217,000 ₪"
1253,"108,900 ₪"
1254,"69,000 ₪"
1255,"178,000 ₪"
1256,"100,900 ₪"
1257,"149,900 ₪"
1258,"370,000 ₪"
1259,"73,000 ₪"
1260,"133,900 ₪"
1261,"121,900 ₪"
1262,"220,000 ₪"
1263,"78,000 ₪"
1264,"99,000 ₪"
1265,"155,000 ₪"
1266,"72,900 ₪"
1267,"82,900 ₪"
1268,"271,503 ₪"
1269,"94,900 ₪"
1270,"138,500 ₪"
1271,"37,900 ₪"
1272,"98,000 ₪"
1273,"111,000 ₪"
1274,"180,000 ₪"
1275,"37,000 ₪"
1276,"218,000 ₪"
1277,"132,000 ₪"
1278,"420,000 ₪"
1279,"52,000 ₪"
1280,"88,900 ₪"
1281,"63,900 ₪"
1282,"80,000 ₪"
1283,"29,900 ₪"
1284,"107,900 ₪"
1285,"45,999 ₪"
1286,"19,900 ₪"
1287,"225,900 ₪"
1288,"37,000 ₪"
1289,"84,000 ₪"
1290,"142,900 ₪"
1291,"97,900 ₪"
1292,"69,500 ₪"
1293,"714,000 ₪"
1294,"135,000 ₪"
1295,"116,900 ₪"
1296,"147,900 ₪"
1297,"153,000 ₪"
1298,"28,000 ₪"
1299,"200,000 ₪"
1300,"117,000 ₪"
1301,"251,230 ₪"
1302,"239,000 ₪"
1303,"85,000 ₪"
1304,"196,000 ₪"
1305,"105,000 ₪"
1306,"64,000 ₪"
1307,"68,000 ₪"
1308,"118,000 ₪"
1309,"116,900 ₪"
1310,"157,900 ₪"
1311,"80,900 ₪"
1312,"103,000 ₪"
1313,"119,900 ₪"
1314,"50,000 ₪"
1315,"69,000 ₪"
1316,"127,000 ₪"
1317,"290,000 ₪"
1318,"102,000 ₪"
1319,"29,990 ₪"
1320,"117,900 ₪"
1321,"150,900 ₪"
1322,"175,000 ₪"
1323,"70,000 ₪"
1324,"19,500 ₪"
1325,"54,999 ₪"
1326,"134,900 ₪"
1327,"48,000 ₪"
1328,"410,000 ₪"
1329,"259,960 ₪"
1330,"65,900 ₪"
1331,"72,000 ₪"
1332,"76,900 ₪"
1333,"107,900 ₪"
1334,"140,000 ₪"
1335,"120,900 ₪"
1336,"119,900 ₪"
1337,"72,000 ₪"
1338,"125,000 ₪"
1339,"430,000 ₪"
1340,"110,900 ₪"
1341,"71,000 ₪"
1342,"121,000 ₪"
1343,"99,000 ₪"
1344,"76,000 ₪"
1345,"59,000 ₪"
1346,"23,499 ₪"
1347,"35,000 ₪"
1348,"112,900 ₪"
1349,"123,900 ₪"
1350,"198,000 ₪"
1351,"99,999 ₪"
1352,"134,999 ₪"
1353,"88,000 ₪"
1354,"31,000 ₪"
1355,"105,000 ₪"
1356,"90,900 ₪"
1357,"130,000 ₪"
1358,"120,000 ₪"
1359,"110,900 ₪"
1360,"168,000 ₪"
1361,"107,600 ₪"
1362,"233,000 ₪"
1363,"107,900 ₪"
1364,"205,000 ₪"
1365,"87,000 ₪"
1366,"149,900 ₪"
1367,"114,900 ₪"
1368,"139,990 ₪"
1369,"149,900 ₪"
1370,"30,000 ₪"
1371,"635,350 ₪"
1372,"121,900 ₪"
1373,"108,000 ₪"
1374,"238,500 ₪"
1375,"90,000 ₪"
1376,"140,500 ₪"
1377,"106,900 ₪"
1378,"97,900 ₪"
1379,"99,000 ₪"
1380,"88,000 ₪"
1381,"124,996 ₪"
1382,"95,900 ₪"
1383,"479,900 ₪"
1384,"72,000 ₪"
1385,"127,000 ₪"
1386,"111,900 ₪"
1387,"97,000 ₪"
1388,"180,000 ₪"
1389,"122,900 ₪"
1390,"136,000 ₪"
1391,"135,744 ₪"
1392,"109,990 ₪"
1393,"93,900 ₪"
1394,"103,900 ₪"
1395,"187,900 ₪"
1396,"62,000 ₪"
1397,"549,997 ₪"
1398,"110,000 ₪"
1399,"88,000 ₪"
1400,"55,000 ₪"
1401,"136,390 ₪"
1402,"84,390 ₪"
1403,"109,900 ₪"
1404,"470,000 ₪"
1405,"64,900 ₪"
1406,"29,998 ₪"
1407,"175,000 ₪"
1408,"104,256 ₪"
1409,"39,900 ₪"
1410,"187,000 ₪"
1411,"150,350 ₪"
1412,"122,900 ₪"
1413,"89,900 ₪"
1414,"69,900 ₪"
1415,"107,900 ₪"
1416,"29,000 ₪"
1417,"73,900 ₪"
1418,"127,900 ₪"
1419,"105,000 ₪"
1420,"270,000 ₪"
1421,"81,900 ₪"
1422,"89,900 ₪"
1423,"111,900 ₪"
1424,"75,000 ₪"
1425,"18,000 ₪"
1426,"295,000 ₪"
1427,"97,900 ₪"
1428,"52,000 ₪"
1429,"62,900 ₪"
1430,"95,000 ₪"
1431,"109,900 ₪"
1432,"88,900 ₪"
1433,"200,000 ₪"
1434,"99,000 ₪"
1435,"119,000 ₪"
1436,"23,900 ₪"
1437,"45,000 ₪"
1438,"143,000 ₪"
1439,"89,900 ₪"
1440,"65,000 ₪"
1441,"45,000 ₪"
1442,"42,900 ₪"
1443,"77,900 ₪"
1444,"120,900 ₪"
1445,"189,900 ₪"
1446,"49,000 ₪"
1447,"140,000 ₪"
1448,"110,000 ₪"
1449,"105,000 ₪"
1450,"55,000 ₪"
1451,"36,000 ₪"
1452,"123,900 ₪"
1453,"97,900 ₪"
1454,"55,000 ₪"
1455,"49,000 ₪"
1456,"74,900 ₪"
1457,"111,900 ₪"
1458,"100,000 ₪"
1459,"131,900 ₪"
1460,"123,000 ₪"
1461,"148,900 ₪"
1462,"95,000 ₪"
1463,"48,000 ₪"
1464,"129,000 ₪"
1465,"60,000 ₪"
1466,"112,000 ₪"
1467,"71,900 ₪"
1468,"93,900 ₪"
1469,"76,600 ₪"
1470,"78,900 ₪"
1471,"32,000 ₪"
1472,"127,900 ₪"
1473,"405,363 ₪"
1474,"185,000 ₪"
1475,"102,900 ₪"
1476,"180,000 ₪"
1477,"122,900 ₪"
1478,"410,000 ₪"
1479,"69,000 ₪"
1480,"340,000 ₪"
1481,"164,803 ₪"
1482,"165,000 ₪"
1483,"98,900 ₪"
1484,"289,000 ₪"
1485,"55,900 ₪"
1486,"104,000 ₪"
1487,"71,990 ₪"
1488,"45,900 ₪"
1489,"118,900 ₪"
1490,"110,000 ₪"
1491,"153,163 ₪"
1492,"122,998 ₪"
1493,"129,000 ₪"
1494,"116,900 ₪"
1495,"134,900 ₪"
1496,"127,000 ₪"
1497,"25,000 ₪"
1498,"136,900 ₪"
1499,"88,000 ₪"
1500,"41,900 ₪"
1501,"127,900 ₪"
1502,"44,900 ₪"
1503,"115,000 ₪"
1504,"151,900 ₪"
1505,"435,000 ₪"
1506,"119,999 ₪"
1507,"39,000 ₪"
1508,"155,000 ₪"
1509,"113,990 ₪"
1510,"136,900 ₪"
1511,"10,999 ₪"
1512,"80,900 ₪"
1513,"64,000 ₪"
1514,"288,000 ₪"
1515,"81,900 ₪"
1516,"124,900 ₪"
1517,"111,550 ₪"
1518,"80,900 ₪"
1519,"107,000 ₪"
1520,"421,950 ₪"
1521,"137,500 ₪"
1522,"99,900 ₪"
1523,"16,900 ₪"
1524,"116,900 ₪"
1525,"480,000 ₪"
1526,"155,000 ₪"
1527,"63,000 ₪"
1528,"88,900 ₪"
1529,"58,999 ₪"
1530,"756,600 ₪"
1531,"55,000 ₪"
1532,"41,900 ₪"
1533,"67,000 ₪"
1534,"97,900 ₪"
1535,"172,900 ₪"
1536,"125,000 ₪"
1537,"113,900 ₪"
1538,"73,000 ₪"
1539,"255,000 ₪"
1540,"115,900 ₪"
1541,"121,900 ₪"
1542,"277,000 ₪"
1543,"112,900 ₪"
1544,"85,000 ₪"
1545,"28,500 ₪"
1546,"79,900 ₪"
1547,"97,900 ₪"
1548,"87,900 ₪"
1549,"84,000 ₪"
1550,"145,000 ₪"
1551,"122,900 ₪"
1552,"80,900 ₪"
1553,"79,900 ₪"
1554,"59,000 ₪"
1555,"122,000 ₪"
1556,"26,900 ₪"
1557,"179,900 ₪"
1558,"17,900 ₪"
1559,"117,900 ₪"
1560,"130,900 ₪"
1561,"198,000 ₪"
1562,"110,000 ₪"
1563,"86,000 ₪"
1564,"135,000 ₪"
1565,"35,000 ₪"
1566,"515,000 ₪"
1567,"23,000 ₪"
1568,"56,000 ₪"
1569,"106,900 ₪"
1570,"119,900 ₪"
1571,"67,000 ₪"
1572,"110,900 ₪"
1573,"83,900 ₪"
1574,"58,900 ₪"
1575,"117,900 ₪"
1576,"91,000 ₪"
1577,"330,000 ₪"
1578,"125,000 ₪"
1579,"188,000 ₪"
1580,"575,000 ₪"
1581,"145,403 ₪"
1582,"54,999 ₪"
1583,"97,500 ₪"
1584,"88,000 ₪"
1585,"249,900 ₪"
1586,"71,500 ₪"
1587,"118,900 ₪"
1588,"33,000 ₪"
1589,"170,000 ₪"
1590,"47,900 ₪"
1591,"81,000 ₪"
1592,"72,000 ₪"
1593,"75,000 ₪"
1594,"127,000 ₪"
1595,"41,998 ₪"
1596,"67,900 ₪"
1597,"86,900 ₪"
1598,"20,000 ₪"
1599,"95,900 ₪"
1600,"41,500 ₪"
1601,"129,000 ₪"
1602,"215,000 ₪"
1603,"37,000 ₪"
1604,"109,900 ₪"
1605,"140,000 ₪"
1606,"280,900 ₪"
1607,"87,900 ₪"
1608,"275,000 ₪"
1609,"105,000 ₪"
1610,"210,000 ₪"
1611,"123,600 ₪"
1612,"89,500 ₪"
1613,"154,000 ₪"
1614,"43,000 ₪"
1615,"23,000 ₪"
1616,"66,000 ₪"
1617,"36,000 ₪"
1618,"149,900 ₪"
1619,"159,000 ₪"
1620,"66,900 ₪"
1621,"119,000 ₪"
1622,"101,000 ₪"
1623,"148,500 ₪"
1624,"202,900 ₪"
1625,"113,200 ₪"
1626,"75,000 ₪"
1627,"151,999 ₪"
1628,"184,203 ₪"
1629,"52,000 ₪"
1630,"84,900 ₪"
1631,"17,999 ₪"
1632,"124,000 ₪"
1633,"56,500 ₪"
1634,"80,900 ₪"
1635,"74,900 ₪"
1636,"53,000 ₪"
1637,"259,960 ₪"
1638,"72,000 ₪"
1639,"106,900 ₪"
1640,"158,110 ₪"
1641,"60,000 ₪"
1642,"109,000 ₪"
1643,"35,000 ₪"
1644,"165,000 ₪"
1645,"99,900 ₪"
1646,"685,000 ₪"
1647,"79,000 ₪"
1648,"155,990 ₪"
1649,"269,000 ₪"
1650,"82,000 ₪"
1651,"374,990 ₪"
1652,"67,900 ₪"
1653,"125,000 ₪"
1654,"136,900 ₪"
1655,"80,000 ₪"
1656,"73,000 ₪"
1657,"100,900 ₪"
1658,"38,900 ₪"
1659,"124,900 ₪"
1660,"79,000 ₪"
1661,"108,900 ₪"
1662,"92,000 ₪"
1663,"115,900 ₪"
1664,"59,900 ₪"
1665,"55,000 ₪"
1666,"61,900 ₪"
1667,"121,900 ₪"
1668,"390,000 ₪"
1669,"410,000 ₪"
1670,"85,000 ₪"
1671,"197,000 ₪"
1672,"101,900 ₪"
1673,"21,000 ₪"
1674,"44,900 ₪"
1675,"395,000 ₪"
1676,"86,092 ₪"
1677,"199,000 ₪"
1678,"388,000 ₪"
1679,"107,000 ₪"
1680,"112,000 ₪"
1681,"115,900 ₪"
1682,"111,900 ₪"
1683,"27,999 ₪"
1684,"110,000 ₪"
1685,"101,900 ₪"
1686,"29,900 ₪"
1687,"55,000 ₪"
1688,"89,900 ₪"
1689,"157,140 ₪"
1690,"79,999 ₪"
1691,"115,900 ₪"
1692,"204,000 ₪"
1693,"12,900 ₪"
1694,"23,000 ₪"
1695,"60,000 ₪"
1696,"117,000 ₪"
1697,"109,999 ₪"
1698,"79,900 ₪"
1699,"114,900 ₪"
1700,"69,000 ₪"
1701,"188,000 ₪"
1702,"92,000 ₪"
1703,"115,000 ₪"
1704,"79,000 ₪"
1705,"77,900 ₪"
1706,"335,000 ₪"
1707,"100,000 ₪"
1708,"58,000 ₪"
1709,"65,000 ₪"
1710,"74,900 ₪"
1711,"119,900 ₪"
1712,"93,000 ₪"
1713,"67,000 ₪"
1714,"107,000 ₪"
1715,"105,900 ₪"
1716,"380,000 ₪"
1717,"90,000 ₪"
1718,"112,900 ₪"
1719,"112,500 ₪"
1720,"75,900 ₪"
1721,"215,000 ₪"
1722,"198,000 ₪"
1723,"275,000 ₪"
1724,"99,990 ₪"
1725,"190,000 ₪"
1726,"70,900 ₪"
1727,"71,000 ₪"
1728,"189,000 ₪"
1729,"86,000 ₪"
1730,"34,000 ₪"
1731,"700,000 ₪"
1732,"115,900 ₪"
1733,"125,000 ₪"
1734,"99,000 ₪"
1735,"57,000 ₪"
1736,"36,900 ₪"
1737,"95,000 ₪"
1738,"75,900 ₪"
1739,"136,990 ₪"
1740,"147,900 ₪"
1741,"89,000 ₪"
1742,"99,900 ₪"
1743,"169,900 ₪"
1744,"275,000 ₪"
1745,"35,000 ₪"
1746,"51,500 ₪"
1747,"205,000 ₪"
1748,"110,000 ₪"
1749,"89,000 ₪"
1750,"105,000 ₪"
1751,"89,000 ₪"
1752,"66,900 ₪"
1753,"259,000 ₪"
1754,"57,000 ₪"
1755,"82,900 ₪"
1756,"69,000 ₪"
1757,"93,000 ₪"
1758,"184,203 ₪"
1759,"88,000 ₪"
1760,"99,000 ₪"
1761,"59,900 ₪"
1762,"91,900 ₪"
1763,"105,000 ₪"
1764,"118,000 ₪"
1765,"64,999 ₪"
1766,"94,900 ₪"
1767,"94,900 ₪"
1768,"121,000 ₪"
1769,"119,900 ₪"
1770,"14,999 ₪"
1771,"96,000 ₪"
1772,"119,900 ₪"
1773,"299,900 ₪"
1774,"208,550 ₪"
1775,"70,900 ₪"
1776,"155,000 ₪"
1777,"118,900 ₪"
1778,"300,000 ₪"
1779,"106,900 ₪"
1780,"92,900 ₪"
1781,"79,999 ₪"
1782,"163,930 ₪"
1783,"122,900 ₪"
1784,"100,000 ₪"
1785,"91,900 ₪"
1786,"118,900 ₪"
1787,"79,900 ₪"
1788,"111,000 ₪"
1789,"89,000 ₪"
1790,"385,000 ₪"
1791,"119,900 ₪"
1792,"110,500 ₪"
1793,"33,400 ₪"
1794,"68,000 ₪"
1795,"117,000 ₪"
1796,"118,900 ₪"
1797,"77,000 ₪"
1798,"64,000 ₪"
1799,"120,000 ₪"
1800,"250,000 ₪"
1801,"314,999 ₪"
1802,"27,000 ₪"
1803,"138,500 ₪"
1804,"93,000 ₪"
1805,"86,900 ₪"
1806,"39,500 ₪"
1807,"74,900 ₪"
1808,"168,000 ₪"
1809,"117,900 ₪"
1810,"168,500 ₪"
1811,"138,900 ₪"
1812,"266,750 ₪"
1813,"259,960 ₪"
1814,"74,900 ₪"
1815,"73,000 ₪"
1816,"117,000 ₪"
1817,"77,900 ₪"
1818,"102,900 ₪"
1819,"92,900 ₪"
1820,"116,000 ₪"
1821,"127,000 ₪"
1822,"112,900 ₪"
1823,"80,900 ₪"
1824,"75,900 ₪"
1825,"320,000 ₪"
1826,"134,900 ₪"
1827,"34,000 ₪"
1828,"710,000 ₪"
1829,"76,500 ₪"
1830,"144,500 ₪"
1831,"122,900 ₪"
1832,"94,999 ₪"
1833,"156,900 ₪"
1834,"410,000 ₪"
1835,"255,983 ₪"
1836,"365,000 ₪"
1837,"290,903 ₪"
1838,"115,900 ₪"
1839,"131,900 ₪"
1840,"36,000 ₪"
1841,"108,900 ₪"
1842,"99,999 ₪"
1843,"190,000 ₪"
1844,"590,000 ₪"
1845,"69,900 ₪"
1846,"34,500 ₪"
1847,"70,900 ₪"
1848,"99,990 ₪"
1849,"129,999 ₪"
1850,"128,000 ₪"
1851,"109,898 ₪"
1852,"43,042 ₪"
1853,"85,900 ₪"
1854,"115,000 ₪"
1855,"179,000 ₪"
1856,"30,000 ₪"
1857,"52,000 ₪"
1858,"91,000 ₪"
1859,"112,900 ₪"
1860,"104,900 ₪"
1861,"80,000 ₪"
1862,"105,000 ₪"
1863,"102,990 ₪"
1864,"106,900 ₪"
1865,"63,900 ₪"
1866,"68,000 ₪"
1867,"59,900 ₪"
1868,"40,999 ₪"
1869,"149,900 ₪"
1870,"132,000 ₪"
1871,"95,000 ₪"
1872,"38,700 ₪"
1873,"72,900 ₪"
1874,"485,000 ₪"
1875,"230,000 ₪"
1876,"119,000 ₪"
1877,"299,000 ₪"
1878,"61,000 ₪"
1879,"137,900 ₪"
1880,"29,999 ₪"
1881,"146,000 ₪"
1882,"125,900 ₪"
1883,"43,900 ₪"
1884,"13,000 ₪"
1885,"65,000 ₪"
1886,"135,000 ₪"
1887,"22,000 ₪"
1888,"133,500 ₪"
