,price,city,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost
1388,"77,900 ₪",חיפה,סקודה אוקטביה OCTAVIA ELEGANCE,2014,1197 ליטר בנזין,"178,000",2,אוטומטי,אפור מטל,פרטית,8 חודשים,"1,424 ₪"
1389,"59,990 ₪",קרית שמונה,שברולט ספארק SPARK LS LS,2011,1206 ליטר בנזין,"150,000",4,ידני,כסף תכלת מטלי,פרטית,2 חודשים,880 ₪
1390,"131,900 ₪",חדרה,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,"120,558",1,אוטומטי,כסף מטלי,ליסינג,6 חודשים,"1,604 ₪"
1391,"87,900 ₪",אשדוד,MG ZS EV NET-UP S,2020,חשמלי,"47,392",2,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,811 ₪"
1392,"138,900 ₪",נתניה,פולקסווגן פאסאט PASSAT COMFORTLINE,2018,1395 ליטר בנזין,"109,000",2,אוטומטי,שנהב לבן,ליסינג,1 חודשים,"2,019 ₪"
1393,"78,000 ₪",עפולה,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"99,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,835 ₪"
1394,"61,000 ₪",תל אביב יפו,מיצובישי אקליפס קרוס ECLIPSE CROSS PREMIUM,2019,1499 ליטר בנזין,"86,606",1,אוטומטי,שנהב לבן,פרטית,10 חודשים,"2,019 ₪"
1395,"128,900 ₪",ראשון לציון,מזדה 2 MAZDA 2 PURE WHITE,2020,1496 ליטר בנזין,"84,114",1,אוטומטי,אפור,פרטית,6 חודשים,"1,529 ₪"
1396,"115,000 ₪",איכסאל,מרצדס CLA קלאס CLA250 E AMG LINE,2022,1332 ליטר חשמל/בנזין,"28,000",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"4,731 ₪"
1397,"96,000 ₪",ירושלים,פולקסווגן גולף GOLF TRENDLINE,2018,1395 ליטר בנזין,"139,000",2,אוטומטי,אפור כהה מטלי,ליסינג,6 חודשים,"1,604 ₪"
1398,"285,000 ₪",פתח תקווה,פולקסווגן גולף GOLF COMFORTLINE,2020,1498 ליטר בנזין,"16,000",1,אוטומטי,כסף מטלי,פרטית,1 חודשים,"1,811 ₪"
1399,"160,000 ₪",נתניה,פורד פומה PUMA TITANIUM M/S,2021,999 ליטר בנזין,"45,000",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,811 ₪"
1400,"120,000 ₪",טמרה,טויוטה קורולה COROLLA SUN,2016,1598 ליטר בנזין,"110,000",2,אוטומטי,כסף מטלי,פרטית,2 חודשים,"1,424 ₪"
1401,"54,999 ₪",עפולה,ניסאן X TRAIL X-TRAIL VISIA,2017,1598 ליטר דיזל,"167,000",2,אוטומטי,שנהב לבן,פרטית,3 חודשים,"2,019 ₪"
1402,"14,000 ₪",פתח תקווה,ב מ וו סדרה 3 330E IPERFORMAN EXCLUSIVE,2019,1998 ליטר חשמל/בנזין,"40,000",1,אוטומטי,שנהב לבן,פרטית,0,"2,563 ₪"
1403,"95,900 ₪",אשדוד,יונדאי סונטה HYBRID PREMIUM,2019,1999 ליטר בנזין,"115,250",1,אוטומטי,שחור,ליסינג,1 חודשים,"2,019 ₪"
1404,"121,900 ₪",רמת השרון,יונדאי I25 I25 INSPIRE,2018,1368 ליטר בנזין,"120,000",2,אוטומטי,שנהב לבן,ליסינג,1 חודשים,"1,353 ₪"
1405,"79,990 ₪",נתניה,קיה פיקנטו PICANTO EX,2019,1248 ליטר בנזין,"27,600",2,אוטומטי,לבן,פרטית,0,"1,102 ₪"
1406,"114,000 ₪",נתניה,קיה סלטוס SELTOS EX,2021,1999 ליטר בנזין,"8,000",1,אוטומטי,שחור,פרטית,9 חודשים,"1,811 ₪"
1407,"115,900 ₪",חיפה,סוזוקי ויטארה VITARA GLXV,2016,1586 ליטר בנזין,"69,000",2,אוטומטי,כסף מטלי,פרטית,3 חודשים,"1,424 ₪"
1408,"88,900 ₪",רמת השרון,סקודה קודיאק KODIAQ AMBITION,2018,1395 ליטר בנזין,"70,000",2,אוטומטי,שחור,פרטית,7 חודשים,"2,019 ₪"
1409,"315,000 ₪",נתניה,יונדאי טוסון TUCSON PREMIUM,2017,1999 ליטר בנזין,"127,000",2,אוטומטי,שחור,פרטית,7 חודשים,"1,835 ₪"
1410,"89,495 ₪",קרית שמונה,פולקסווגן ארטאון ARTEON P-IN R-LINE,2021,1395 ליטר חשמל/בנזין,"42,000",1,אוטומטי,אפור מטל,פרטית,10 חודשים,"3,366 ₪"
1411,"119,000 ₪",בת ים,שברולט טרוורס TRAVERSE LT,2010,3564 ליטר בנזין,"178,000",3,אוטומטי,שחור מטלי,פרטית,3 חודשים,"1,726 ₪"
1412,"114,000 ₪",חיפה,מיצובישי פאג'רו PAJERO DESERT,2008,3200 ליטר דיזל,"340,000",4,אוטומטי,בז,פרטית,4 חודשים,"1,508 ₪"
1413,"68,900 ₪",ראשון לציון,קיה ספורטז' SPORTAGE URBAN,2016,1591 ליטר בנזין,"130,000",2,אוטומטי,אפור,פרטית,6 חודשים,"1,424 ₪"
1414,"96,999 ₪",עפולה,פורד מוסטנג MACH E PREMIUM,2022,חשמלי,"19,000",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"3,366 ₪"
1415,"220,000 ₪",אבן יהודה,MG ZS EV NET-UP S,2021,חשמלי,"38,278",2,אוטומטי,שחור מטלי,פרטית,7 חודשים,0
1416,"109,900 ₪",חדרה,מיצובישי L-200 L200 DESERT,2019,2442 ליטר דיזל,"108,000",2,אוטומטי,שנהב לבן,השכרה,3 חודשים,"2,563 ₪"
1417,"65,000 ₪",חיפה,אאודי Q3 Q3 LUXURY,2015,1984 ליטר בנזין,"110,000",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,"1,962 ₪"
1418,"75,900 ₪",רמת השרון,פיג'ו 3008 3008 ACTIVE,2019,1499 ליטר דיזל,"99,000",1,אוטומטי,אפור פלדה,ליסינג,4 חודשים,"1,835 ₪"
1419,"137,000 ₪",ראשון לציון,טויוטה קורולה COROLLA SUN,2018,1598 ליטר בנזין,"145,000",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,604 ₪"
1420,"83,900 ₪",רמת השרון,שברולט בלייזר BLAZER RS,2021,1997 ליטר בנזין,"33,000",2,אוטומטי,אפור כהה,פרטית,4 חודשים,"3,366 ₪"
1421,"154,900 ₪",חיפה,סקודה קארוק KAROQ AMBITION,2018,1598 ליטר דיזל,"107,000",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"1,604 ₪"
1422,"110,000 ₪",ירושלים,טסלה MODEL 3 MODEL 3 RWD,2022,חשמלי,0,1,אוטומטי,כחול מטאלי,ליסינג,9 חודשים,"3,366 ₪"
1423,"245,000 ₪",נתניה,מזדה 3 MAZDA 3 SPIRIT,2016,1998 ליטר בנזין,"100,000",2,אוטומטי,כחול,פרטית,1 חודשים,"1,424 ₪"
1424,"42,000 ₪",נתניה,סקודה אוקטביה NEW OCTAVIA EXCLUSIVE,2017,1395 ליטר בנזין,"125,000",1,אוטומטי,כסף מטלי,פרטית,9 חודשים,"1,835 ₪"
1425,"82,000 ₪",חולון,קאדילאק XT4 XT4 P.LUXURY,2022,1997 ליטר בנזין,"17,000",2,אוטומטי,שנהב לבן,פרטית,11 חודשים,"3,366 ₪"
1426,"95,000 ₪",ירושלים,טויוטה קורולה HSD SDN SENSE,2021,1798 ליטר בנזין,"15,000",1,אוטומטי,תכלת מטאלי,פרטית,0,"1,811 ₪"
1427,"329,000 ₪",תל אביב-יפו,ג'יפ גראנד צ'ירוקי GRAND CHEROKEE LAREDO PLUS,2021,3604 ליטר בנזין,"20,000",1,אוטומטי,שנהב לבן,פרטית,8 חודשים,"4,731 ₪"
1428,"128,900 ₪",פתח תקווה,מזדה 3 MAZDA 3 ACTIVE,2011,1598 ליטר בנזין,"144,000",2,אוטומטי,אפור,ליסינג,10 חודשים,"1,262 ₪"
1429,"150,000 ₪",נתניה,קיה פיקנטו PICANTO LX,2021,1197 ליטר בנזין,"11,000",2,אוטומטי,כסף,ליסינג,10 חודשים,"1,235 ₪"
1430,"99,900 ₪",עפולה,סקודה סופרב SUPERB STYLE,2019,1798 ליטר בנזין,"99,000",2,אוטומטי,אפור מטל,ליסינג,0,"2,019 ₪"
1431,"115,000 ₪",נתניה,פיג'ו 3008 3008 PREMIUM,2021,1598 ליטר בנזין,"41,000",1,אוטומטי,אפור כהה,פרטית,11 חודשים,"2,417 ₪"
1432,"77,000 ₪",נתניה,פולקסווגן גולף GTI GTI,2019,1984 ליטר בנזין,"12,000",1,אוטומטי,שנהב לבן,פרטית,12 חודשים,"2,563 ₪"
1433,"235,000 ₪",עפולה,ג'יפ גראנד צ'ירוקי JEEP GRAND CHER ROAD LAREDO,2019,3604 ליטר בנזין,"81,000",3,אוטומטי,שחור מטלי,פרטית,4 חודשים,"3,357 ₪"
1434,"98,000 ₪",נתניה,ניסאן X TRAIL X-TRAIL VISIA,2016,1598 ליטר דיזל,"128,000",2,אוטומטי,לבן,אחר,10 חודשים,"1,693 ₪"
1435,"223,090 ₪",נתניה,מיצובישי אאוטלנדר OUTLANDER SUPREME,2017,1998 ליטר חשמל/בנזין,"162,000",2,אוטומטי,שנהב לבן,פרטית,4 חודשים,"2,019 ₪"
1436,"71,900 ₪",ראשון לציון,יונדאי סנטה פה SANTA FE PREMIUM,2017,2359 ליטר בנזין,"108,000",3,אוטומטי,שחור,פרטית,2 חודשים,"2,563 ₪"
1437,"85,000 ₪",ריינה,סיטרואן C5 AIRCROSS C5 AIRCROSS FEEL,2019,1499 ליטר דיזל,"195,000",2,אוטומטי,אפור פלדה,פרטית,7 חודשים,"1,835 ₪"
1438,"249,900 ₪",ראשון לציון,ב מ וו סדרה 4 420I SPORT,2018,1998 ליטר בנזין,"240,000",3,אוטומטי,שנהב לבן,פרטית,0,"3,357 ₪"
1439,"127,900 ₪",ראשון לציון,סיטרואן C5 AIRCROSS C5 AIRCROSS FEEL,2020,1499 ליטר דיזל,"67,800",1,אוטומטי,אפור פלדה,ליסינג,0,"2,130 ₪"
1440,"269,000 ₪",בת ים,מזדה CX-5 MAZDA CX-5 EXECUTIVE,2023,1998 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,0
1441,"30,000 ₪",חולון,אופל מוקה X ENJOY,2017,1364 ליטר בנזין,"105,000",2,אוטומטי,שחור מטלי,ליסינג,0,"1,604 ₪"
1442,"67,990 ₪",נתניה,סקודה אוקטביה OCTAVIA STYLE,2019,999 ליטר בנזין,"22,500",1,אוטומטי,כסף מטלי,פרטית,3 חודשים,"1,604 ₪"
1443,"145,000 ₪",ראשון לציון,ניסאן סנטרה SENTRA SR,2018,1798 ליטר בנזין,"65,000",2,אוטומטי,אפור מטל,פרטית,0,"1,604 ₪"
1444,"158,000 ₪",נתניה,מיצובישי ספייס סטאר SPACE STAR SUPREME,2020,1193 ליטר בנזין,"30,000",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,235 ₪"
1445,"200,000 ₪",נתניה,טויוטה קורולה HSD SDN SENSE,2020,1798 ליטר בנזין,"15,000",2,אוטומטי,שנהב לבן,פרטית,8 חודשים,"1,811 ₪"
1446,"217,000 ₪",נתניה,סיטרואן C1 C1 FEEL,2017,998 ליטר בנזין,"72,583",2,אוטומטי,אפור כהה,פרטית,1 חודשים,"1,102 ₪"
1447,"107,500 ₪",נתניה,מיצובישי ספייס סטאר SPACE STAR SUPREME,2019,1193 ליטר בנזין,"82,000",1,אוטומטי,שחור,פרטית,0,"1,102 ₪"
1448,"120,000 ₪",שדרות,קיה סטוניק STONIC EX,2019,998 ליטר בנזין,"74,000",1,אוטומטי,אפור,ליסינג,9 חודשים,"1,353 ₪"
1449,"119,900 ₪",ראשון לציון,רנו קלאוס KOLEOS INTENSE,2021,1749 ליטר דיזל,"151,948",1,אוטומטי,שנהב לבן,אחר,2 חודשים,"2,417 ₪"
1450,"78,999 ₪",פרדס חנה כרכור,קיה ספורטז' SPORTAGE EX,2016,1999 ליטר בנזין,"137,824",1,אוטומטי,אפור,פרטית,4 חודשים,0
1451,"184,967 ₪",קרית שמונה,ניסאן X TRAIL X-TRAIL ACENTA LE,2017,1598 ליטר דיזל,"160,000",2,אוטומטי,אפור מטל,פרטית,0,"2,019 ₪"
1452,"115,000 ₪",עפולה,ב מ וו X4 XDRIVE 20I SPORT,2018,1997 ליטר בנזין,"50,000",2,אוטומטי,שחור מטלי,פרטית,1 חודשים,"3,357 ₪"
1453,"205,000 ₪",עפולה,לנד רובר דיסקאברי SPORT TD4 SE,2016,1999 ליטר דיזל,"105,000",3,אוטומטי,שנהב לבן,פרטית,4 חודשים,"2,397 ₪"
1454,"58,500 ₪",חיפה,קיה נירו NIRO EX,2018,1580 ליטר בנזין,"108,701",1,אוטומטי,טורקיז,פרטית,9 חודשים,"1,604 ₪"
1455,"112,900 ₪",ראשון לציון,סיאט לאון LEON STYLE FL,2017,1395 ליטר בנזין,"65,000",2,אוטומטי,שחור מטלי,פרטית,2 חודשים,"1,604 ₪"
1456,"69,000 ₪",פתח תקווה,קיה סטוניק STONIC LX,2019,998 ליטר בנזין,"90,000",1,אוטומטי,כסף,ליסינג,5 חודשים,"1,353 ₪"
1457,"72,000 ₪",רחובות,אאודי A1 A1 LIMITED,2018,999 ליטר בנזין,"37,000",1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"1,835 ₪"
1458,"129,000 ₪",בת ים,רנו קליאו CLIO ZEN,2020,999 ליטר בנזין,"67,678",1,אוטומטי,שנהב לבן,ליסינג,0,"1,529 ₪"
1459,"39,900 ₪",רמת השרון,יונדאי טוסון TUCSON OPEN SKY,2016,1999 ליטר בנזין,"92,000",1,אוטומטי,שנהב לבן,פרטית,0,"1,693 ₪"
1460,"65,900 ₪",פתח תקווה,יונדאי סונטה HYBRID LIMITED,2018,1999 ליטר בנזין,"115,000",2,אוטומטי,לבן,ליסינג,2 חודשים,"2,019 ₪"
1461,"85,000 ₪",פתח תקווה,MG ZS EV NET-UP S,2021,חשמלי,"22,059",1,אוטומטי,שנהב לבן,פרטית,3 חודשים,"2,130 ₪"
1462,"77,900 ₪",ראשון לציון,מזדה 3 MAZDA 3 SPORT,2018,1998 ליטר בנזין,"123,000",2,אוטומטי,שחור,פרטית,3 חודשים,"1,604 ₪"
1463,"92,900 ₪",חיפה,טויוטה קורולה COROLLA SUN,2018,1598 ליטר בנזין,"145,000",1,אוטומטי,שנהב לבן,ליסינג,4 חודשים,"1,604 ₪"
1464,"104,900 ₪",עפולה,טויוטה קורולה קרוס COROLLA CROSS LE,2023,1987 ליטר בנזין,0,1,אוטומטי,כחול מטל,פרטית,0,"2,417 ₪"
1465,"179,900 ₪",חיפה,קיה נירו NIRO EX,2018,1580 ליטר בנזין,"105,000",1,אוטומטי,לבן,פרטית,1 חודשים,"1,604 ₪"
1466,"155,000 ₪",חיפה,מיצובישי אאוטלנדר OUTLANDER PHEV,2014,1998 ליטר חשמל/בנזין,"147,000",1,אוטומטי,כסף תכלת מטלי,פרטית,9 חודשים,"1,962 ₪"
1467,"101,900 ₪",רמת השרון,מיצובישי ASX ASX PREMIUM,2019,1998 ליטר בנזין,"42,981",2,אוטומטי,לבן,פרטית,0,"1,604 ₪"
1468,"83,900 ₪",רמת גן,ג'יפ קומפאס COMPASS S-MODEL,2021,1332 ליטר בנזין,"36,895",1,אוטומטי,שחור,פרטית,2 חודשים,"3,366 ₪"
1469,"88,900 ₪",ראשון לציון,שברולט ספארק SPARK LT,2016,1399 ליטר בנזין,"144,312",2,אוטומטי,כסף מטלי,פרטית,2 חודשים,985 ₪
1470,"120,000 ₪",הרצליה,סיאט ארונה ARONA FR,2019,999 ליטר בנזין,"59,000",1,אוטומטי,אפור מטל,אחר,1 חודשים,"1,353 ₪"
1471,"74,900 ₪",ראשון לציון,פולקסווגן גולף GOLF TRENDLINE,2016,1395 ליטר בנזין,"100,000",1,אוטומטי,שחור מטלי,פרטית,5 חודשים,"1,424 ₪"
1472,"99,999 ₪",איכסאל,קיה סיד CEED LX,2014,1591 ליטר בנזין,"171,000",2,אוטומטי,שנהב לבן,ליסינג,1 חודשים,"1,424 ₪"
1473,"122,000 ₪",אום אל-פחם,יונדאי איוניק HYBRID PREMIUM,2017,1580 ליטר בנזין,"130,000",2,אוטומטי,שנהב לבן,פרטית,3 חודשים,"1,604 ₪"
1474,"134,900 ₪",פתח תקווה,ב מ וו סדרה 4 420I M-SPORT,2022,1998 ליטר בנזין,20,1,אוטומטי,שחור מטלי,פרטית,4 חודשים,"4,731 ₪"
1475,"83,900 ₪",תל אביב יפו,וולבו XC60 T8 INSCRIPTION,2019,1969 ליטר חשמל/בנזין,"30,000",1,אוטומטי,שחור מטלי,פרטית,11 חודשים,"3,357 ₪"
1476,"85,000 ₪",באר שבע,שברולט טריילבליזר TRAIL BLAZER LS,2021,1341 ליטר בנזין,"25,000",1,אוטומטי,אפור בהיר מטלי,פרטית,1 חודשים,"2,130 ₪"
1477,"199,000 ₪",חיפה,קיה ספורטז' SPORTAGE URBAN,2019,1598 ליטר דיזל,"85,385",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,0
1478,"107,900 ₪",פתח תקווה,פיג'ו 3008 3008 ACTIVE,2019,1499 ליטר דיזל,"139,000",1,אוטומטי,שנהב לבן,פרטית,6 חודשים,"1,835 ₪"
1479,"79,999 ₪",חיפה,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,"118,129",1,אוטומטי,לבן,ליסינג,1 חודשים,"1,835 ₪"
1480,"102,900 ₪",חיפה,ביואיק לקרוס LACROSSE CXL,2011,3564 ליטר בנזין,"142,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,508 ₪"
1481,"181,900 ₪",עפולה,קיה ספורטז' SPORTAGE URBAN,2020,1598 ליטר דיזל,"72,000",2,אוטומטי,כסף,ליסינג,1 חודשים,"2,130 ₪"
1482,"42,900 ₪",פתח תקווה,מיצובישי אטראז ATTRAGE INSTYLE,2016,1193 ליטר בנזין,"183,000",2,אוטומטי,שנהב לבן,ליסינג,4 חודשים,985 ₪
1483,"107,989 ₪",קרית שמונה,ב מ וו סדרה 5 520I EXECUTIVE,2017,1997 ליטר בנזין,"135,000",2,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,397 ₪"
1484,"69,000 ₪",ראשון לציון,מזדה CX-30 CX-30 EXECUTIVE,2020,1998 ליטר בנזין,"50,000",1,אוטומטי,כסף,פרטית,10 חודשים,0
1485,"32,000 ₪",חיפה,סקודה סופרב NEW SUPERB STYLE,2016,1984 ליטר בנזין,"140,000",3,אוטומטי,שחור מטלי,ליסינג,1 חודשים,"1,962 ₪"
1486,"97,500 ₪",ראשון לציון,מיצובישי אאוטלנדר OUTLANDER PREMIUM,2017,1998 ליטר בנזין,"59,000",1,אוטומטי,אפור,פרטית,1 חודשים,"2,019 ₪"
1487,"409,000 ₪",שפרעם,סובארו XV XV 1.6I,2016,1600 ליטר בנזין,"207,000",3,אוטומטי,אפור כהה,ליסינג,2 חודשים,"1,424 ₪"
1488,"249,000 ₪",בת ים,קיה ספורטז' SPORTAGE URBAN,2019,1999 ליטר בנזין,"34,950",1,אוטומטי,כסוף כהה,פרטית,3 חודשים,0
1489,"129,900 ₪",נתניה,איסוזו D-Max PICK-UP S,2011,2999 ליטר דיזל,"224,000",1,אוטומטי,שנהב לבן,ליסינג,7 חודשים,"1,508 ₪"
1490,"110,900 ₪",חיפה,יונדאי סונטה HYBRID PREMIUM,2016,1999 ליטר בנזין,"140,000",1,אוטומטי,שחור,פרטית,2 חודשים,"1,584 ₪"
1491,"105,900 ₪",נתניה,לנד רובר דיסקאברי SPORT SD4 SE 7PLUS,2016,1999 ליטר דיזל,"120,000",2,אוטומטי,שנהב לבן,פרטית,0,"3,357 ₪"
1492,"103,900 ₪",חדרה,ניסאן מיקרה MICRA VISIA,2018,1198 ליטר בנזין,"88,000",1,אוטומטי,שחור מטלי,פרטית,0,"1,102 ₪"
1493,"44,900 ₪",ראשון לציון,קאדילאק XT5 XT5 PREMIUM,2019,3649 ליטר בנזין,"118,000",1,אוטומטי,כסף מטלי,פרטית,3 חודשים,"3,357 ₪"
1494,"127,000 ₪",חיפה,סקודה קודיאק KODIAQ AMBITION,2020,1498 ליטר בנזין,"115,265",1,אוטומטי,אפור,ליסינג,11 חודשים,"2,019 ₪"
1495,"36,000 ₪",נתניה,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,"113,147",1,אוטומטי,שחור,ליסינג,8 חודשים,"1,604 ₪"
1496,"167,000 ₪",ירכא,מזדה 2 MAZDA 2 ACTIVE,2012,1498 ליטר בנזין,"245,000",2,אוטומטי,כחול בהיר,השכרה,11 חודשים,"1,074 ₪"
1497,"137,000 ₪",חיפה,קיה נירו NIRO EX,2018,1580 ליטר בנזין,"144,417",1,אוטומטי,כחול,פרטית,3 חודשים,"1,604 ₪"
1498,"89,000 ₪",נתניה,מיצובישי אאוטלנדר OUTLANDER EXECUTIVE,2023,2488 ליטר בנזין,0,1,אוטומטי,שחור פנינה,פרטית,10 חודשים,"2,417 ₪"
1499,"120,500 ₪",תל אביב יפו,MG ZS ZS NET,2019,999 ליטר בנזין,"90,000",3,אוטומטי,כסף מטלי,השכרה,11 חודשים,"1,102 ₪"
1500,"52,900 ₪",חיפה,קיה נירו NIRO EX,2017,1580 ליטר בנזין,"137,000",1,אוטומטי,שחור,השכרה,1 חודשים,"1,604 ₪"
1501,"128,900 ₪",רמת השרון,מרצדס A קלאס A180 AMG,2021,1332 ליטר בנזין,"12,500",2,אוטומטי,לבן,פרטית,3 חודשים,"3,366 ₪"
1502,"88,999 ₪",רעננה,יונדאי איוניק HYBRID PREMIUM FL,2019,1580 ליטר בנזין,"88,912",1,אוטומטי,אפור,ליסינג,9 חודשים,"1,604 ₪"
1503,"90,000 ₪",טמרה,סקודה פאביה FABIA STYLE,2023,999 ליטר בנזין,0,1,אוטומטי,שחור מטלי,פרטית,11 חודשים,"1,529 ₪"
1504,"150,000 ₪",חיפה,יונדאי טוסון TUCSON ELITE,2019,1999 ליטר בנזין,"50,127",1,אוטומטי,בז מטאלי,פרטית,0,"2,417 ₪"
1505,"56,000 ₪",עפולה,יונדאי איוניק HYBRID PREMIUM FL,2020,1580 ליטר בנזין,"104,000",2,אוטומטי,שנהב לבן,ליסינג,0,"1,811 ₪"
1506,"219,900 ₪",עפולה,ב מ וו סדרה 3 330E M-SPORT,2020,1998 ליטר חשמל/בנזין,"34,000",2,אוטומטי,שנהב לבן,פרטית,12 חודשים,"3,357 ₪"
1507,"148,900 ₪",חדרה,אינפיניטי QX70 INFINITI QX70 GT PR,2018,3696 ליטר בנזין,"72,000",1,אוטומטי,שחור מטלי,פרטית,11 חודשים,"3,357 ₪"
1508,"100,900 ₪",אשדוד,סאנגיונג רקסטון REXTON PREMIUM,2021,2157 ליטר דיזל,"32,100",1,אוטומטי,כסף,פרטית,7 חודשים,"3,366 ₪"
1509,"25,900 ₪",ראשון לציון,דודג' ג'רני JOURNEY SE,2009,2360 ליטר בנזין,"229,000",2,אוטומטי,כחול,פרטית,7 חודשים,"1,427 ₪"
1510,"90,900 ₪",חיפה,קיה פיקנטו PICANTO EX,2018,1248 ליטר בנזין,"65,660",2,אוטומטי,שחור,פרטית,2 חודשים,"1,102 ₪"
1511,"233,000 ₪",נתניה,מרצדס E קלאס E300 E AMG EDITION,2021,1991 ליטר חשמל/בנזין,"58,342",1,אוטומטי,שחור,פרטית,2 חודשים,"4,731 ₪"
1512,"67,000 ₪",חיפה,סיאט איביזה IBIZA REFERENCE,2019,999 ליטר בנזין,"79,000",1,אוטומטי,אפור כהה,ליסינג,4 חודשים,"1,102 ₪"
1513,"90,000 ₪",נתניה,טויוטה קורולה COROLLA SUN CC,2015,1598 ליטר בנזין,"75,457",2,אוטומטי,אפור כהה מטלי,פרטית,2 חודשים,"1,424 ₪"
1514,"232,900 ₪",רמת השרון,ג'יפ רנגלר JEEP WRANGLER RUBICON,2022,3604 ליטר בנזין,0,1,אוטומטי,אפור,פרטית,0,"4,731 ₪"
1515,"106,900 ₪",אשדוד,סיאט אטקה ATECA STYLE,2019,1498 ליטר בנזין,"121,000",1,אוטומטי,שנהב לבן,ליסינג,6 חודשים,"1,604 ₪"
1516,"147,500 ₪",נתניה,ב מ וו X1 SDRIVE 18I BUSINESS,2021,1499 ליטר בנזין,"22,000",1,אוטומטי,שחור,פרטית,2 חודשים,"3,366 ₪"
1517,"136,900 ₪",ראשון לציון,מרצדס E קלאס E220 D AVANTGARDE,2019,1950 ליטר דיזל,"280,000",1,אוטומטי,שנהב לבן,פרטית,0,"2,417 ₪"
1518,"107,900 ₪",תל אביב יפו,קיה סטוניק STONIC GT LINE,2021,998 ליטר בנזין,"36,886",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,0
1519,"269,000 ₪",אשדוד,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,"128,000",1,אוטומטי,שחור מטלי,ליסינג,2 חודשים,"1,604 ₪"
1520,"169,900 ₪",חולון,קיה פיקנטו PICANTO LX,2019,1248 ליטר בנזין,"68,000",1,אוטומטי,שחור,ליסינג,0,"1,102 ₪"
1521,"232,900 ₪",רמת השרון,טויוטה אאוטלנדר OUTLANDER PHEV LUXURY,2019,2360 ליטר חשמל/בנזין,"33,732",1,אוטומטי,אדום,פרטית,2 חודשים,"2,019 ₪"
1522,"24,999 ₪",חיפה,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2018,1998 ליטר בנזין,"150,000",1,אוטומטי,שחור,פרטית,0,"2,019 ₪"
1523,"71,900 ₪",חיפה,פיג'ו 3008 3008 ACTIVE,2019,1499 ליטר דיזל,"85,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,835 ₪"
1524,"375,000 ₪",עפולה,פיג'ו 3008 3008 ACTIVE,2019,1499 ליטר דיזל,"103,919",1,אוטומטי,אפור,אחר,1 חודשים,"1,835 ₪"
1525,"68,000 ₪",נתניה,סיאט לאון LEON STYLE,2019,1498 ליטר בנזין,"90,000",1,אוטומטי,כסף,פרטית,5 חודשים,"1,604 ₪"
1526,"73,900 ₪",חיפה,MG ZS EV NET-UP S,2020,חשמלי,"84,843",1,אוטומטי,שנהב לבן,פרטית,7 חודשים,"1,811 ₪"
1527,"435,000 ₪",נתניה,קיה XCeed XCEED LX,2020,1353 ליטר בנזין,"82,000",1,אוטומטי,שנהב לבן,השכרה,0,"1,811 ₪"
1528,"102,000 ₪",רעננה,סקודה אוקטביה OCTAVIA RS RS,2022,1395 ליטר חשמל/בנזין,"4,000",1,אוטומטי,לבן,פרטית,9 חודשים,"3,366 ₪"
1529,"199,900 ₪",ראשון לציון,יונדאי I10 I10 INSIGHT,2016,998 ליטר בנזין,"110,000",1,ידני,אדום מטל,פרטית,5 חודשים,985 ₪
1530,"178,000 ₪",ראשון לציון,פיג'ו 3008 3008 ACTIVE,2020,1499 ליטר דיזל,"105,777",2,אוטומטי,שנהב לבן,פרטית,4 חודשים,"2,130 ₪"
1531,"114,900 ₪",פתח תקווה,סיטרואן ברלינגו BERLINGO COMFORT PLUS,2019,1560 ליטר דיזל,"136,000",1,ידני,לבן,פרטית,0,"1,604 ₪"
1532,"90,000 ₪",ירושלים,בי ווי די ATTO 3 DESIGN,2023,חשמלי,1,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,417 ₪"
1533,"68,000 ₪",ראשון לציון,קיה פיקנטו PICANTO LX,2019,1248 ליטר בנזין,"59,000",1,אוטומטי,שחור,פרטית,1 חודשים,"1,102 ₪"
