,links
863,https://carwiz.co.il/used-cars/c2c671e7-44f4-4755-94f0-d8d3c869c1f8/2019-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
864,https://carwiz.co.il/used-cars/85145010-ae1f-49d7-a109-2be828b11c21/2022-%D7%98%D7%A1%D7%9C%D7%94-MODEL-S
865,https://carwiz.co.il/used-cars/9c033608-0e88-40be-b85f-51e95286af65/2020-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%98%D7%A8%D7%95%D7%95%D7%A8%D7%A1
866,https://carwiz.co.il/used-cars/58dda03a-00a8-4783-8ac8-910d15b9655f/2019-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
867,https://carwiz.co.il/used-cars/49c44aae-bea7-47d8-876a-aa2eb31cb88e/2008-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%A4%D7%90%D7%92'%D7%A8%D7%95
868,https://carwiz.co.il/used-cars/229dbeb7-8e39-46d0-8cd8-1255ec5195e5/2019-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%92%D7%95%D7%9C%D7%A3
869,https://carwiz.co.il/used-cars/007f3a43-7b3b-4af6-a9b5-d8239d758f4f/2017-%D7%9E%D7%96%D7%93%D7%94-2
870,https://carwiz.co.il/used-cars/165cc48f-5028-4e05-8aa5-d6f135c41a72/2021-%D7%91-%D7%9E-%D7%95%D7%95-X6
871,https://carwiz.co.il/used-cars/6deb2ca1-80e8-48f6-b2b8-c98c20a4f95e/2017-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-C-HR
872,https://carwiz.co.il/used-cars/8dc11fb5-8f02-4323-a5d2-4c0c988fe6b7/2014-%D7%A7%D7%99%D7%94-%D7%A4%D7%95%D7%A8%D7%98%D7%94
873,https://carwiz.co.il/used-cars/08e65075-e137-4c17-9eb2-de842d8fca0f/2019-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
874,https://carwiz.co.il/used-cars/43bc0d2e-4cb1-43a8-83e7-347d4aecd55d/2019-%D7%A1%D7%99%D7%98%D7%A8%D7%95%D7%90%D7%9F-C5-AIRCROSS
875,https://carwiz.co.il/used-cars/b87080e1-73b4-4a59-a887-e66f6ee9867a/2019-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%90%D7%99%D7%95%D7%A0%D7%99%D7%A7
876,https://carwiz.co.il/used-cars/552bd811-b1cb-4439-8ca2-0c6ae938ec80/2019-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
877,https://carwiz.co.il/used-cars/e0fcd1b4-0471-46e7-ae8e-6ffe9ea6a529/2010-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%A4%D7%95%D7%9C%D7%95
878,https://carwiz.co.il/used-cars/f0690ad7-9534-4eef-8530-d6177b88f407/2011-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%98%D7%A8%D7%95%D7%95%D7%A8%D7%A1
879,https://carwiz.co.il/used-cars/913a8e5d-89d3-47e8-bea6-0dcf2b1f1f0a/2018-%D7%9E%D7%96%D7%93%D7%94-3
880,https://carwiz.co.il/used-cars/1e8653a1-4643-479f-9873-3544e7f737b1/2018-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A7%D7%95%D7%93%D7%99%D7%90%D7%A7
881,https://carwiz.co.il/used-cars/072fdd26-e2fa-4106-b08d-e3a28f25edec/2021-%D7%A7%D7%99%D7%94-%D7%A1%D7%9C%D7%98%D7%95%D7%A1
882,https://carwiz.co.il/used-cars/d3a57829-8d98-4525-9026-16a9978a0a34/2010-%D7%9E%D7%96%D7%93%D7%94-2
883,https://carwiz.co.il/used-cars/565857f3-2ece-4c22-b387-bc55507ee6e1/2019-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
884,https://carwiz.co.il/used-cars/693980e1-7ae5-415f-9be8-cff26b8a2f1a/2020-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
885,https://carwiz.co.il/used-cars/ee91bc92-ec7b-4a1b-b2f1-87df58e73e2a/2017-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%98%D7%A8%D7%95%D7%95%D7%A8%D7%A1
886,https://carwiz.co.il/used-cars/bbc3cca4-b0f7-4126-8bc5-56e5c3b05faf/2020-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
887,https://carwiz.co.il/used-cars/99cc01fd-8851-4021-a4af-28c32aaced0b/2018-%D7%94%D7%95%D7%A0%D7%93%D7%94-%D7%A1%D7%99%D7%95%D7%95%D7%99%D7%A7
888,https://carwiz.co.il/used-cars/bbd5ca4d-34c0-4267-9320-f9db18a2ce75/2018-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
889,https://carwiz.co.il/used-cars/73ea7ec8-308a-4a47-96fd-d24da0cbb950/2015-%D7%90%D7%90%D7%95%D7%93%D7%99-Q3
890,https://carwiz.co.il/used-cars/cb34bfd5-974a-4f35-b608-3f263857eca1/2016-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%A7%D7%A9%D7%A7%D7%90%D7%99
891,https://carwiz.co.il/used-cars/30d8afa8-f244-4e87-ae80-aef0cc56d63f/2021-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-CLA-%D7%A7%D7%9C%D7%90%D7%A1
892,https://carwiz.co.il/used-cars/28573fed-366a-4e7b-a8d0-fcd0dc9447fc/2021-%D7%98%D7%A1%D7%9C%D7%94-MODEL-3
893,https://carwiz.co.il/used-cars/f063f6f9-4e45-44d7-86cf-bea7707f2518/2013-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I25
894,https://carwiz.co.il/used-cars/01f2aeed-159d-4f0c-9a9f-1879a10a91cd/2013-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
895,https://carwiz.co.il/used-cars/cbd30c74-b9df-4b20-92b5-bf3eba228708/2016-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%90%D7%9C%D7%A0%D7%98%D7%A8%D7%94
896,https://carwiz.co.il/used-cars/c4671c53-79d7-402c-9d9c-ef411f6a2693/2018-%D7%A1%D7%99%D7%98%D7%A8%D7%95%D7%90%D7%9F-%D7%91%D7%A8%D7%9C%D7%99%D7%A0%D7%92%D7%95
897,https://carwiz.co.il/used-cars/03ebe8bd-8132-4b5a-a2c8-c65dcb76b6fd/2020-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-X-TRAIL
898,https://carwiz.co.il/used-cars/08cc27c9-5916-4606-98b2-e4f4fbac042b/2018-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%A7%D7%A9%D7%A7%D7%90%D7%99
899,https://carwiz.co.il/used-cars/51ad6713-cc25-4aa9-9887-380100beac03/2016-%D7%9E%D7%96%D7%93%D7%94-CX-5
900,https://carwiz.co.il/used-cars/cf65335c-9a15-43ac-9018-f4dcc4a12654/2021-%D7%A4%D7%95%D7%A8%D7%A9%D7%94-%D7%A7%D7%90%D7%99%D7%99%D7%9F
901,https://carwiz.co.il/used-cars/d6338b4a-8c74-4efa-8a17-7db551941a07/2020-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%9C%D7%A0%D7%93-%D7%A7%D7%A8%D7%95%D7%96%D7%A8
902,https://carwiz.co.il/used-cars/f77feca1-ac81-4361-9cc9-917e03a1788c/2020-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-X-TRAIL
903,https://carwiz.co.il/used-cars/4e9eaba6-214f-4ed5-9b8d-60d888387f8f/2021-%D7%A1%D7%95%D7%96%D7%95%D7%A7%D7%99-%D7%A1%D7%95%D7%95%D7%99%D7%A4%D7%98
904,https://carwiz.co.il/used-cars/88697548-f013-4e3a-a0b4-c09b5b6af580/2015-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I30
905,https://carwiz.co.il/used-cars/ed909d09-a1b5-49ff-838b-68b27fe5cb78/2020-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%99%D7%90%D7%A8%D7%99%D7%A1
906,https://carwiz.co.il/used-cars/f88969ab-09fd-4b87-8645-0a32c9fd9fc5/2018-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
907,https://carwiz.co.il/used-cars/ad919505-4a98-4cfa-9481-e1b691145192/2017-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
908,https://carwiz.co.il/used-cars/26d18bbb-0da0-4705-a09f-1fe48dcf96a9/2018-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I10
909,https://carwiz.co.il/used-cars/62cce2c6-5fe7-49f8-af2e-59d3da324f89/2020-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
910,https://carwiz.co.il/used-cars/f6660f90-47f5-4778-bc4e-8e82e3d79a6c/2020-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%92%D7%95%D7%9C%D7%A3
911,https://carwiz.co.il/used-cars/288b4c50-c5b2-4af9-92f6-98fa164fcbf2/2016-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
912,https://carwiz.co.il/used-cars/6e77ca23-d350-498e-8214-47afc20c7a1e/2022-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%A1%D7%95%D7%A0%D7%98%D7%94
913,https://carwiz.co.il/used-cars/d2cdb94d-4752-43a1-a896-65c79d47a459/2017-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%98%D7%95%D7%A1%D7%95%D7%9F
914,https://carwiz.co.il/used-cars/e9800b9e-8171-4497-bad3-4272f07de221/2021-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%90%D7%98%D7%9C%D7%A1
915,https://carwiz.co.il/used-cars/7d98474c-39eb-42fb-a7a4-31c96f7488a1/2019-%D7%A8%D7%A0%D7%95-%D7%A7%D7%90%D7%93%D7%92'%D7%A8
916,https://carwiz.co.il/used-cars/29766c46-3d36-4356-b227-0fed8c7dc60f/2021-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
917,https://carwiz.co.il/used-cars/c1b73472-9356-4e27-b6ce-63f5a77645a4/2020-%D7%A1%D7%95%D7%96%D7%95%D7%A7%D7%99-%D7%90%D7%99%D7%92%D7%A0%D7%99%D7%A1
918,https://carwiz.co.il/used-cars/22347799-6273-40cd-a9ed-99a9716745fe/2015-%D7%A1%D7%95%D7%96%D7%95%D7%A7%D7%99-CROSSOVER
919,https://carwiz.co.il/used-cars/1231c861-507f-479f-b2d4-dee0ead8b295/2021-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I20
920,https://carwiz.co.il/used-cars/b0d9b40e-2570-43a1-a37a-cfdac5950aa1/2015-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%98%D7%A8%D7%95%D7%95%D7%A8%D7%A1
921,https://carwiz.co.il/used-cars/cb528b48-951f-4e5b-b37c-0dcfaedf37a9/2020-%D7%90%D7%90%D7%95%D7%93%D7%99-Q3
922,https://carwiz.co.il/used-cars/52d173ff-7c44-4e63-92e0-32b6dea47ffc/2020-%D7%A1%D7%99%D7%90%D7%98-%D7%90%D7%A8%D7%95%D7%A0%D7%94
923,https://carwiz.co.il/used-cars/87d382a2-57fe-45fa-ab98-02b5deba5b24/2020-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
924,https://carwiz.co.il/used-cars/534fdcf1-1361-40ec-8431-fcc40f95ca60/2019-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
925,https://carwiz.co.il/used-cars/b6f05748-068c-44a5-b4c6-6691c0208cd4/2015-%D7%90%D7%95%D7%A4%D7%9C-%D7%9E%D7%A8%D7%99%D7%91%D7%94
926,https://carwiz.co.il/used-cars/cd723387-d99b-421a-8f6c-c904d1f614b5/2018-%D7%A4%D7%99%D7%92'%D7%95-3008
927,https://carwiz.co.il/used-cars/50847b2c-80ea-439c-9d06-9b04b524b4eb/2020-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-C-HR
928,https://carwiz.co.il/used-cars/7fb383a7-498f-4d41-a4d9-3e82da2d8e86/2017-%D7%9E%D7%96%D7%93%D7%94-CX-5
929,https://carwiz.co.il/used-cars/6e088207-b5c9-4a32-8b36-4da4267c674f/2020-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
930,https://carwiz.co.il/used-cars/0a6f4cdf-8c27-4c34-81c0-bce9f799323d/2020-%D7%91-%D7%9E-%D7%95%D7%95-%D7%A1%D7%93%D7%A8%D7%94-3
931,https://carwiz.co.il/used-cars/c037dafc-6c71-450b-9e81-261dcc6011dc/2014-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
932,https://carwiz.co.il/used-cars/17b3aeb8-f1e7-4942-8488-73c729424507/2019-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
933,https://carwiz.co.il/used-cars/42fa3e16-3b9d-4926-9c3c-3f559be30bd9/2020-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A7%D7%95%D7%93%D7%99%D7%90%D7%A7
934,https://carwiz.co.il/used-cars/7305dd6c-c72b-43aa-942a-5cc33ed1c4ac/2023-%D7%A6'%D7%A8%D7%99-%D7%98%D7%99%D7%92%D7%95
935,https://carwiz.co.il/used-cars/369cba5c-9a8c-4725-96b3-6838f73be044/2018-%D7%A4%D7%99%D7%92'%D7%95-208
936,https://carwiz.co.il/used-cars/c315b522-21d7-4168-9649-37ca2ee1f641/2017-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A1%D7%95%D7%A4%D7%A8%D7%91
937,https://carwiz.co.il/used-cars/89473531-6053-40f0-ae7e-b59edb32c4aa/2017-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%A7%D7%A9%D7%A7%D7%90%D7%99
938,https://carwiz.co.il/used-cars/00a44a1e-9b45-4356-8c77-3501a3419be0/2021-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-A-%D7%A7%D7%9C%D7%90%D7%A1
939,https://carwiz.co.il/used-cars/5125282b-d33a-496c-97be-4bb692a2ebaf/2016-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%A4%D7%95%D7%9C%D7%95
940,https://carwiz.co.il/used-cars/c9aaf413-4685-45ce-9575-a85cd9291be9/2018-%D7%A7%D7%99%D7%94-%D7%A0%D7%99%D7%A8%D7%95
941,https://carwiz.co.il/used-cars/27963b54-7a22-49d0-9045-97d47c2bd235/2013-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%98%D7%A8%D7%95%D7%95%D7%A8%D7%A1
942,https://carwiz.co.il/used-cars/4821e2c0-8c99-46ac-be93-917e2765005a/2020-MG-ZS
943,https://carwiz.co.il/used-cars/ccbfaeff-4870-4e22-a4e5-19f5d8fd8a4c/2014-%D7%A1%D7%99%D7%90%D7%98-%D7%9E%D7%99
944,https://carwiz.co.il/used-cars/d2044630-500f-4db4-bd47-50dc5206e84f/2020-%D7%A7%D7%99%D7%94-%D7%A1%D7%9C%D7%98%D7%95%D7%A1
945,https://carwiz.co.il/used-cars/8a0160dc-3b76-4c17-95d6-980ee618f710/2021-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A7%D7%95%D7%93%D7%99%D7%90%D7%A7
946,https://carwiz.co.il/used-cars/019b79da-2856-4bfc-9943-7bd6daf18ef5/2020-%D7%9E%D7%96%D7%93%D7%94-CX-30
947,https://carwiz.co.il/used-cars/bb61b202-dd2c-46aa-895d-f5af14fb5c33/2017-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%90%D7%99%D7%95%D7%A0%D7%99%D7%A7
948,https://carwiz.co.il/used-cars/ea3e4983-9c9f-48db-8667-ff41fefde85e/2019-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%A7%D7%A9%D7%A7%D7%90%D7%99
949,https://carwiz.co.il/used-cars/5c821ff5-9c46-470c-9126-b9a69eb7d383/2021-%D7%9E%D7%96%D7%93%D7%94-3
950,https://carwiz.co.il/used-cars/15d9dc54-0f78-44af-8147-b752f0176950/2023-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-CLA-%D7%A7%D7%9C%D7%90%D7%A1
951,https://carwiz.co.il/used-cars/5f78d787-fa7f-48bb-ba17-e11a5e03209b/2018-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%90%D7%95%D7%A7%D7%98%D7%91%D7%99%D7%94
952,https://carwiz.co.il/used-cars/76de0f97-4e30-4e00-965c-de0fe72fa76e/2022-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-CLA-%D7%A7%D7%9C%D7%90%D7%A1
953,https://carwiz.co.il/used-cars/430fe057-fcc0-424f-b1ca-5e72e183376e/2014-%D7%A7%D7%99%D7%94-%D7%A4%D7%99%D7%A7%D7%A0%D7%98%D7%95
954,https://carwiz.co.il/used-cars/9b91881f-6e25-4588-b5bc-1009994b91a2/2023-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
955,https://carwiz.co.il/used-cars/b4360245-382d-492a-937f-732b58e55e36/2015-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I35
956,https://carwiz.co.il/used-cars/c5390982-7a1e-4206-a8ee-3e4dd2e29704/2013-%D7%90%D7%95%D7%A4%D7%9C-%D7%90%D7%A1%D7%98%D7%A8%D7%94-%D7%91%D7%A8%D7%9C%D7%99%D7%A0%D7%94
957,https://carwiz.co.il/used-cars/7c7efe04-79c2-4538-bbbb-3534f5e06381/2014-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I30
958,https://carwiz.co.il/used-cars/c7a057ba-a57c-4b7b-805d-90e6ba27b2f1/2018-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%9E%D7%99%D7%A7%D7%A8%D7%94
959,https://carwiz.co.il/used-cars/6eacc958-ba23-407c-81f8-ad938480b51a/2017-%D7%93%D7%90%D7%A6%D7%99%D7%94-%D7%93%D7%90%D7%A1%D7%98%D7%A8
960,https://carwiz.co.il/used-cars/06b35415-efee-49a9-a0e3-05852ee42657/2021-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
961,https://carwiz.co.il/used-cars/58366ef4-4cf6-4ede-9b8d-a9df93cec806/2017-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%90%D7%99%D7%95%D7%A0%D7%99%D7%A7
962,https://carwiz.co.il/used-cars/40b30749-59d4-4d9b-a5e8-9f92b5c0c2d2/2018-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I25
963,https://carwiz.co.il/used-cars/49f00820-c63d-4bac-bed2-884ef11dbcb3/2018-%D7%90%D7%90%D7%95%D7%93%D7%99-Q2
964,https://carwiz.co.il/used-cars/75a03b51-3140-41fa-982f-1128e83e779e/2023-%D7%91-%D7%9E-%D7%95%D7%95-X2
965,https://carwiz.co.il/used-cars/2516d42f-179a-4765-b2a9-d02f463231f2/2022-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%99%D7%90%D7%A8%D7%99%D7%A1
966,https://carwiz.co.il/used-cars/7ac8891e-568a-4e05-a3a8-407734d6b1a7/2021-%D7%A1%D7%99%D7%98%D7%A8%D7%95%D7%90%D7%9F-C5-AIRCROSS
967,https://carwiz.co.il/used-cars/de859f14-e086-41fc-b9dd-a473d3684acc/2022-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%90%D7%99%D7%99%D7%92%D7%95
968,https://carwiz.co.il/used-cars/03e111cb-aab1-4368-a034-2c05cceab638/2014-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I10
969,https://carwiz.co.il/used-cars/49a70c63-a472-4150-b8a7-57f3f07314f1/2023-%D7%91%D7%99-%D7%95%D7%95%D7%99-%D7%93%D7%99-ATTO-3
970,https://carwiz.co.il/used-cars/f5951fbc-b0ef-4775-bb06-c7821b4ff58f/2018-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
971,https://carwiz.co.il/used-cars/23007a18-23a9-4d66-970a-184542ea0a50/2016-%D7%A7%D7%99%D7%94-%D7%A1%D7%A4%D7%95%D7%A8%D7%98%D7%96'
972,https://carwiz.co.il/used-cars/ea372bb5-b7fd-4886-afe4-c80c9510c351/2019-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-%D7%A7%D7%A9%D7%A7%D7%90%D7%99
973,https://carwiz.co.il/used-cars/03f0962f-786c-4992-9059-eb8a946946fa/2018-%D7%A1%D7%95%D7%96%D7%95%D7%A7%D7%99-%D7%A1%D7%95%D7%95%D7%99%D7%A4%D7%98
974,https://carwiz.co.il/used-cars/3d5d6a41-91b8-431f-b5fa-d383b47f485b/2015-%D7%94%D7%95%D7%A0%D7%93%D7%94-CR-V
975,https://carwiz.co.il/used-cars/c4562738-255f-4d5a-8fcb-d74be1821c5d/2016-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
976,https://carwiz.co.il/used-cars/f9c06172-12dc-48a6-81eb-2d0d0378aa79/2020-%D7%A1%D7%99%D7%90%D7%98-%D7%90%D7%99%D7%91%D7%99%D7%96%D7%94
977,https://carwiz.co.il/used-cars/f00469ff-4ef8-41ae-982b-db3c3da965ca/2014-%D7%A1%D7%A7%D7%95%D7%93%D7%94-%D7%A8%D7%90%D7%A4%D7%99%D7%93
978,https://carwiz.co.il/used-cars/8c26bff7-ad46-4a30-8791-8f4c028ba4f7/2021-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-CLA-%D7%A7%D7%9C%D7%90%D7%A1
979,https://carwiz.co.il/used-cars/f57ced03-6487-41ae-b285-3c3377df7a97/2018-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%A7%D7%A8%D7%95%D7%96
980,https://carwiz.co.il/used-cars/50539b7e-4621-4518-b16b-a9b564855a81/2019-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-RAV4
981,https://carwiz.co.il/used-cars/bfc782d9-848d-4e7e-a67f-16aee3951e26/2022-%D7%92'%D7%99%D7%A4-%D7%92%D7%A8%D7%90%D7%A0%D7%93-%D7%A6'%D7%99%D7%A8%D7%95%D7%A7%D7%99
982,https://carwiz.co.il/used-cars/49c152a4-f5d0-473a-9e63-b2d942a42dcf/2019-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I10
983,https://carwiz.co.il/used-cars/7864c9a1-9ab3-458f-8964-692c210ab36e/2015-%D7%A8%D7%A0%D7%95-%D7%A7%D7%A4%D7%A6'%D7%95%D7%A8
984,https://carwiz.co.il/used-cars/c60059e4-a3c8-457a-a284-cfc73a0a3c31/2018-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-%D7%90%D7%9C%D7%A0%D7%98%D7%A8%D7%94
985,https://carwiz.co.il/used-cars/029ffe88-774e-42f4-baf6-58f06daf590f/2019-%D7%A4%D7%99%D7%92'%D7%95-3008
986,https://carwiz.co.il/used-cars/023f288d-ba94-493c-b15a-7381d0951cb5/2020-%D7%A4%D7%99%D7%92'%D7%95-3008
987,https://carwiz.co.il/used-cars/aa48c173-acbf-4c9e-b0d4-bf1270b930c7/2021-%D7%9E%D7%96%D7%93%D7%94-3
988,https://carwiz.co.il/used-cars/95aa7244-b3cb-41a7-9e5c-b688f828b632/2023-%D7%9E%D7%A8%D7%A6%D7%93%D7%A1-CLA-%D7%A7%D7%9C%D7%90%D7%A1
989,https://carwiz.co.il/used-cars/911aaf92-d488-4977-beb7-ecca715b0294/2019-%D7%A7%D7%99%D7%94-%D7%A1%D7%95%D7%A8%D7%A0%D7%98%D7%95
990,https://carwiz.co.il/used-cars/bc57e8ff-a0d4-4c51-8540-c3fbb03f69d5/2015-%D7%99%D7%95%D7%A0%D7%93%D7%90%D7%99-I10
991,https://carwiz.co.il/used-cars/b9ef9559-deec-4b4d-bcdd-e7a5bc493f51/2018-%D7%A0%D7%99%D7%A1%D7%90%D7%9F-X-TRAIL
992,https://carwiz.co.il/used-cars/cd1f540f-45fe-4a93-be9b-e29d42b4895b/2011-%D7%A9%D7%91%D7%A8%D7%95%D7%9C%D7%98-%D7%A1%D7%A4%D7%90%D7%A8%D7%A7
993,https://carwiz.co.il/used-cars/e43927e8-b231-4db2-8478-536661075725/2017-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
994,https://carwiz.co.il/used-cars/e30aea7a-be08-45fd-9180-aadaa857a904/2018-%D7%A4%D7%95%D7%9C%D7%A7%D7%A1%D7%95%D7%95%D7%92%D7%9F-%D7%A4%D7%90%D7%A1%D7%90%D7%98
995,https://carwiz.co.il/used-cars/e2fa3060-a682-4a09-8516-58467feb2383/2017-%D7%9E%D7%96%D7%93%D7%94-CX-5
996,https://carwiz.co.il/used-cars/3ea7d818-ef1f-43dc-9437-bf01a93e4d19/2020-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
997,https://carwiz.co.il/used-cars/e70b5bf8-e8de-43e4-b69d-86737459cfb2/2016-%D7%9E%D7%99%D7%A6%D7%95%D7%91%D7%99%D7%A9%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%9C%D7%A0%D7%93%D7%A8
998,https://carwiz.co.il/used-cars/77da524d-90a3-4dd2-92cf-d86aafc48d9a/2021-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-RAV4
999,https://carwiz.co.il/used-cars/f892c006-139e-455f-8133-138cac8e7bfe/2017-%D7%A7%D7%99%D7%94-%D7%A4%D7%95%D7%A8%D7%98%D7%94
1000,https://carwiz.co.il/used-cars/651aad0f-0000-4919-88a3-6a681c4ef0d2/2019-%D7%98%D7%95%D7%99%D7%95%D7%98%D7%94-%D7%A7%D7%95%D7%A8%D7%95%D7%9C%D7%94
