,origin_own
1820,ליסינג
1821,פרטית
1822,ליסינג
1823,פרטית
1824,פרטית
1825,פרטית
1826,פרטית
1827,ליסינג
1828,פרטית
1829,פרטית
1830,פרטית
1831,פרטית
1832,ליסינג
1833,ליסינג
1834,פרטית
1835,ליסינג
1836,פרטית
1837,ליסינג
1838,פרטית
1839,ליסינג
1840,ליסינג
1841,ליסינג
1842,ליסינג
1843,פרטית
1844,פרטית
1845,ליסינג
1846,פרטית
1847,פרטית
1848,ליסינג
1849,פרטית
1850,פרטית
1851,פרטית
1852,ליסינג
1853,ליסינג
1854,פרטית
1855,פרטית
1856,ליסינג
1857,פרטית
1858,פרטית
1859,פרטית
1860,ליסינג
1861,פרטית
1862,ליסינג
1863,ליסינג
1864,פרטית
1865,ליסינג
1866,פרטית
1867,פרטית
1868,אחר
1869,פרטית
1870,ליסינג
1871,פרטית
1872,פרטית
1873,פרטית
1874,פרטית
1875,פרטית
1876,ליסינג
1877,פרטית
1878,פרטית
1879,פרטית
1880,פרטית
1881,פרטית
1882,פרטית
1883,פרטית
1884,ליסינג
1885,פרטית
1886,פרטית
1887,ליסינג
1888,פרטית
